帖子id,post_category,帖子标题,帖子点赞数,帖子评论数,comment_level,comment_id,parent_comment_id,user_id,content,comment_time,location,like_count,reply_count,char_len,exclude_reason
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e307590000000014018835,,653382c9000000002b001e47,@挂哥很润,2026.04.18,浙江,0.0,0.0,5,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e307cb000000001401cc24,,64aa541b000000001f004d90,@唐不圆Cc,2026.04.18,山西,0.0,0.0,6,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e3084d000000001401d438,,5bd472b7a21fff00016b748b,@豆花儿面,2026.04.18,北京,0.0,0.0,5,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e308970000000014018809,,619dbf72000000001000f217,@氯化钠,2026.04.18,福建,0.0,2.0,4,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e308a8000000001401b81f,,651e90a4000000002302771f,@言�,2026.04.18,吉林,0.0,0.0,3,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,2,69e308de000000001401a01e,69e2fc2d000000001401b82a,603332320000000001002ddb,@小福星gagaga,2026.04.18,贵州,0.0,,10,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e3098e000000001401a821,,5bc969ecad21950001586f60,@阿杰真的很严格 @哈,2026.04.18,浙江,0.0,0.0,11,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e309f0000000001401e00a,,6203c04b000000001000ee7a,@有病就吃药 @RJ @芒果奶油 @Xixi @원우렛 @joababy @嘎米的眼镜盒�� @浅夏淡忆 @Cresiria.,2026.04.18,上海,2.0,0.0,63,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e30a0c000000001401e408,,668d58890000000003032d81,@四弦秋,2026.04.18,黑龙江,0.0,0.0,4,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e30a1b000000001401c838,,68a66adb000000001901f0bb,@晏尘.king,2026.04.18,山东,0.0,0.0,8,only_at_mentions
69da7e87000000001a03484e,成功|观众,"今晚的亦庄机器人马拉松测试

",,8169.0,2,69e30a2a000000001401ac00,69dac8d7000000000c0319f8,62ffbfd0000000000f007baf,@印度洋感性的干煸泥潭长颌鱼 @顺便偷个铲,2026.04.18,广东,1.0,,21,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,2,69e30a42000000001401d409,69e308970000000014018809,646aa788000000000f004181,。？,2026.04.18,福建,0.0,,2,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e30b6c000000001401e831,,5d1c2bac000000001200ac04,@精神失常患者,2026.04.18,安徽,0.0,0.0,7,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e30bfe000000001401b81f,,62c787190000000002003b42,@唯,2026.04.18,江西,0.0,0.0,2,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e30c1a000000001401e026,,640324fd0000000029010e75,@细雨370 @Vera薇� @之士年高 @*粉绯菟语. @菜花豆 @诋毁 @小心愿 @厌鲸迟 @蔚梦 @扮乖,2026.04.18,浙江,1.0,0.0,55,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e30c69000000001401b81d,,5e295bd3000000000100bd90,@坐在lounge没人陪我聊天,2026.04.18,美国,0.0,0.0,15,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e30c73000000001401dc19,,5b6ab373e8ac2b22c5accb65,@Licht @靠在俺厚实的胸膛上~,2026.04.18,湖北,0.0,0.0,18,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e30c9d000000001401d827,,6808cdca000000000601e627,@帅气之巅,2026.04.18,湖南,0.0,0.0,5,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e30cdf000000001401e02d,,5d20b3a1000000001000f495,@ZRZKA,2026.04.18,陕西,0.0,0.0,6,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e30cf4000000001401bc19,,680e147100000000070019db,@猫柠早,2026.04.18,福建,0.0,0.0,4,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e30e6e000000001401e41e,,645740230000000012037f9c,@黎林 @瑶之黎林,2026.04.18,黑龙江,0.0,0.0,9,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e30e88000000001401dc13,,645740230000000012037f9c,@黎林 @瑶之黎林,2026.04.18,黑龙江,0.0,0.0,9,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e30ffc0000000014019427,,64c30e65000000001403e270,@宅缄.,2026.04.18,河北,0.0,0.0,4,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,2,69e312b30000000014019c13,69e2fc2d000000001401b82a,616cca3f00000000020253d8,@cardigan,2026.04.18,山东,1.0,,9,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e312cd000000001401b027,,614df9f4000000000202044d,@徵与你,2026.04.18,江苏,0.0,0.0,4,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e315fb000000001401981e,,633d4947000000001202574e,@葱烧生煎包 ？,2026.04.18,四川,0.0,0.0,8,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e31690000000001401d414,,62e7ecdd000000001f005e4b,@玉米大王在跑步（骑行版）,2026.04.18,浙江,0.0,0.0,13,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e31819000000001401c800,,67bf2902000000000a03c489,@大概是工作狂 @爱法TV---Keria蛙蛙,2026.04.18,陕西,0.0,0.0,23,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e31e29000000001401c039,,612e247900000000020190cf,@〔Death*〕雨思故渊 @鹰酱 @fog,2026.04.18,广西,2.0,1.0,22,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,2,69e31f6f000000001401e032,69e2fc2d000000001401b82a,5ec3e58000000000010032b5,@Artemis_,2026.04.18,上海,1.0,,9,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e32195000000001401e827,,63f58a46000000000f010858,@番茄又在干啥 @小肉� @DamnReallyYeah @热美式冲服维生素D,2026.04.18,北京,0.0,1.0,39,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e321cd000000001401bc01,,5ead40600000000001002ee9,@长白山树神 @�,2026.04.18,上海,0.0,0.0,9,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e322d50000000014019824,,66d4565c000000001d022cb3,@薄荷冰萌系瑶瑶❄ @可c� @小饶吖~^O^#,2026.04.18,浙江,0.0,0.0,24,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e32446000000001401cc20,,63bf58f400000000280187f1,@伪春,2026.04.18,山东,0.0,2.0,3,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e3245a000000001401ac28,,65b607d8000000000d01da98,@恶的根源,2026.04.18,河南,0.0,1.0,5,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e32481000000001401a825,,61e11b9400000000100077b5,@说了再见,2026.04.18,吉林,0.0,0.0,5,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e32771000000001401a000,,6739ee78000000001c018f02,@ky.琪（破300粉露脸）�,2026.04.18,北京,1.0,1.0,15,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e3281a0000000014019c07,,6158f2ab0000000002021113,@绵绵控,2026.04.18,黑龙江,0.0,0.0,4,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,2,69e32851000000001401e01d,69e2fc2d000000001401b82a,684c1ed3000000001d008b19,@�� @就你叫潮弦是吧！,2026.04.18,天津,0.0,,13,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e32869000000001401c428,,5b764fc72cc31d0001c5d8fa,@迟迟_,2026.04.18,四川,0.0,0.0,4,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e3287b000000001401e81b,,611e0e03000000000101c550,@沐林（黔粤兔）,2026.04.18,云南,0.0,1.0,8,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e32cb7000000001401bc1d,,5b1a8d0111be10586f6a707f,@Claudius辛雲舟,2026.04.18,江苏,0.0,0.0,12,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e32d1e000000001401881a,,67e019e1000000000d00bfc6,@杂食晚期患者 @沧海等懿懿（济沧海 @懿儿 @yy @二倍. @笑死熙了,2026.04.18,浙江,2.0,1.0,37,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,2,69e32f9c000000001401c42b,69e3245a000000001401ac28,6908af150000000037006620,？,2026.04.18,江苏,0.0,,1,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e33071000000001401cc12,,5bc7ef2dffc0fe00012d8ee2,@你会跳舞吗 @噜噜,2026.04.18,广西,0.0,0.0,10,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,2,69e33085000000001401cc03,69e2fc2d000000001401b82a,5daaae34000000000100017b,@小鲨鱼,2026.04.18,浙江,0.0,,4,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e3309e000000001401cc25,,59201b0c5e87e73c257240e0,@芸彬是安安�,2026.04.18,北京,0.0,0.0,7,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e331f7000000001401e412,,609d0d5200000000010088e2,@度假的猫�,2026.04.18,广东,0.0,0.0,6,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e333d6000000001401c431,,604600fc0000000001009a0f,@命运轨迹交叠 @�,2026.04.18,山东,0.0,0.0,10,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,2,69e33424000000001401b816,69e2fc2d000000001401b82a,62c1a1e0000000001b0270b7,@今天早点睡.,2026.04.18,河南,0.0,,7,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e33426000000001401dc33,,62b9c7b70000000019029f7c,@好吃吗给我尝尝,2026.04.18,安徽,0.0,0.0,8,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e33448000000001401e80e,,61a099bb000000001000b15c,@樱染悦,2026.04.18,上海,0.0,1.0,4,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e334cd000000001401a40f,,65d9b60c000000000401f914,@.勿忘我.,2026.04.18,江苏,0.0,0.0,6,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,2,69e33983000000001401b826,69e2fc2d000000001401b82a,5a51cdb111be106a65c7f1a2,@阿白,2026.04.18,广东,1.0,,3,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,2,69e33ec7000000001401b812,69e30be4000000001401e836,61488ab5000000001f03ef4c,@糖柒是白糖 @仙女下凡（开学不定时掉线版 @落日＆evening,2026.04.18,上海,1.0,,33,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e340f00000000014018c29,,61963ff200000000100090ef,@统治整个下水道帝国的至高无上阴暗爬行母蟑螂之神,2026.04.18,广西,1.0,0.0,24,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e3416d000000001401c816,,67223fe6000000001c0196f6,@雨檐� @^ラッキー�^ @^千层. @L.铃归 @是鑫星啊 @不冻港 @癫癫小凡,2026.04.18,安徽,0.0,0.0,42,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e341e1000000001401a81e,,64f9cbe90000000006033b36,@煎饼小酱�,2026.04.18,辽宁,0.0,0.0,6,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e342bf000000001401dc05,,635fdb8d000000001901dba4,@。？,2026.04.18,广东,0.0,0.0,3,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,2,69e342ef000000001401b82e,69e30be4000000001401e836,5bfd199247a6cb0001f32c0a,@超级无敌麦旋风,2026.04.18,浙江,1.0,,8,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e34318000000001401b820,,67b86966000000000e02f257,@果糖重度依赖,2026.04.18,广东,0.0,0.0,7,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e343fb000000001401a81a,,654ed691000000000202acf1,@原神还我菲林斯 @Shallow,2026.04.18,重庆,1.0,0.0,17,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e34400000000001401a40e,,5e7d7bd40000000001001cb8,@兔巴安咕 @小时光锦~鲤小香,2026.04.18,贵州,1.0,0.0,15,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e344ce000000001401e82f,,66606a09000000000b0336cb,@小贝,2026.04.18,江苏,0.0,0.0,3,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e344d3000000001401dc2a,,66606a09000000000b0336cb,@Winter,2026.04.18,江苏,0.0,0.0,7,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,2,69e34a550000000014019809,69e30be4000000001401e836,598bec8f50c4b47e3197f942,@冰吧啦蹦和蹦蹦,2026.04.18,德国,0.0,,8,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e34b21000000001401bc2b,,667037f6000000000b032ec5,@痛链.,2026.04.18,吉林,0.0,0.0,4,only_at_mentions
69da7e87000000001a03484e,成功|观众,"今晚的亦庄机器人马拉松测试

",,8169.0,1,69e34ba50000000014019824,,5c7d0e7e000000001600fc9a,@沅婵婵 @不做社畜很多年,2026.04.18,北京,0.0,0.0,13,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e34e9d0000000014019818,,65edd956000000000500ffa5,@Efreet @�,2026.04.18,重庆,0.0,0.0,10,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e3505c0000000014019808,,69107ee3000000003202b51a,@法国 @纯纯 @路路 @听说你喜欢猫 @Any @众神殿.霖霖1.0 @裹裹 @天赋异禀,2026.04.18,浙江,0.0,1.0,45,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e350c0000000001401bc1d,,64b67d22000000002a0341f6,@栀曦,2026.04.18,湖南,0.0,0.0,3,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e350eb000000001401c031,,64e170720000000001004f39,@werwer乱叫,2026.04.18,上海,1.0,0.0,9,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e351b7000000001401dc4f,,62465e1f0000000010008b10,@芙意诗,2026.04.18,河北,0.0,0.0,4,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e352dd000000001401e435,,65cee820000000000d027ca6,@愛囍,2026.04.18,湖南,1.0,0.0,3,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e3533c0000000014019420,,60069e90000000000101e4db,@小馋猫(不要拉我进群),2026.04.18,陕西,0.0,0.0,12,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,2,69e3572c000000001401a027,69e3505c0000000014019808,61b186da0000000010005fcd,@Any @Nichts @埋钉 @yyeqi @黑猫 @路路 @苦涩 @哥哥控 @搭搭  @我只是人类,2026.04.18,福建,0.0,,52,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,2,69e35cf5000000001401c824,69e31e29000000001401c039,695cfd6b000000000300c396,？,2026.04.18,河北,0.0,,1,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e3609c000000001401b80f,,5df8acda0000000001004cdb,@Yloveii,2026.04.18,北京,0.0,0.0,8,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e360df000000001401bc11,,5bcc17907fb505000151d0e9,@小猪包子（佛系出镯版）,2026.04.18,广东,1.0,0.0,12,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e360f7000000001401a01a,,5bcb3d9a36dfe60001a0dee6,@Solaraly阿笙,2026.04.18,福建,0.0,0.0,11,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,2,69e360ff000000001401ac22,69e2fc2d000000001401b82a,632a8891000000001902f4d7,@可可要嫑羊,2026.04.18,四川,0.0,,6,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e361230000000014019801,,61cf23fb0000000010008de2,@念宁安,2026.04.18,江苏,0.0,0.0,4,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e36242000000001401c429,,67d97a0f000000000d008815,@脆脆青椒,2026.04.18,安徽,0.0,0.0,5,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e362aa000000001401a426,,5c408cf5000000000602c049,@Yu.,2026.04.18,山东,0.0,0.0,4,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e362e50000000014019829,,64bfd550000000002b0081ee,@柚子发色的潮,2026.04.18,上海,1.0,0.0,7,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e364d5000000001401c418,,5a81207311be104303864551,@白天睡觉 @一天八顿 @star @Jiver.Kon @艾鸽,2026.04.18,天津,1.0,0.0,32,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e36949000000001401b819,,5e203b440000000001002a2f,@小小Venus,2026.04.18,北京,0.0,0.0,8,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e36a43000000001401d826,,60a66cdd000000000100b943,@卦记(刀子) @泠飞（5.29� @胡翔不食翔. @低温烫伤,2026.04.18,湖南,0.0,0.0,31,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e37165000000001401dc21,,641827b400000000120118d7,@下雨天听雨眠,2026.04.18,北京,0.0,0.0,7,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,2,69e3717f000000001401c037,69e2fc2d000000001401b82a,6199fe040000000021029dd3,@商学院891 @嫂子开门我是我哥 @Mnemo,2026.04.18,四川,0.0,,24,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e3731b000000001401e41d,,632e93c70000000023024a05,@�钦小耶�,2026.04.18,浙江,0.0,0.0,6,only_at_mentions
69da7e87000000001a03484e,成功|观众,"今晚的亦庄机器人马拉松测试

",,8169.0,2,69e379050000000014019001,69daf56d000000001601419c,5bb59f6824c6940001513f65,@Kanooo,2026.04.18,广东,0.0,,7,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e37bf8000000001401a800,,611128c700000000010076e5,@超级困的Alex,2026.04.18,福建,0.0,0.0,9,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e37c04000000001401b822,,63d47e000000000026012130,@钤汐 @欢记 @余清 @蘑菇草� @别爱你澜总 @慕屿 @恋屿_皖忬��[淡网➕收徒弟] @淮锦 @意未憫&辭涴 @辞陌雪(念初版),2026.04.18,广东,7.0,3.0,67,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e37c91000000001401c019,,5861338082ec396beec00454,@一览众山小,2026.04.18,北京,0.0,0.0,6,only_at_mentions
69da7e87000000001a03484e,成功|观众,"今晚的亦庄机器人马拉松测试

",,8169.0,2,69e37f70000000001401a816,69dac8d7000000000c0319f8,5b0840174eacab77bae40883,@黄边边 @此地空余麦当劳 @咕咕垃圾桶,2026.04.18,浙江,0.0,,20,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e37f9a000000001401981d,,62234cc0000000001000c457,@�灵魂�,2026.04.18,云南,0.0,0.0,5,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e3802f000000001401d813,,654ee51b00000000020364e4,@璀璨星光券,2026.04.18,黑龙江,0.0,0.0,6,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e3837e000000001401e411,,65e04b5d000000000b0325b0,@Ye-hyung�,2026.04.18,广东,1.0,0.0,10,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,2,69e3847e000000001401b824,69e30be4000000001401e836,66bdb9d2000000001d030f04,@麻瓜女孩,2026.04.18,浙江,0.0,,5,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e38e4d000000001401c828,,64c91354000000000b004786,@沫小墨�,2026.04.18,辽宁,0.0,0.0,5,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e390b10000000014019023,,61bc719d000000001000b36d,@糯糯鱼,2026.04.18,广西,1.0,1.0,4,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e3950a0000000014019429,,607847c5000000000101ebe8,@杜合喵,2026.04.18,湖北,0.0,1.0,4,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e395ec0000000014019805,,66d06f70000000001d02011f,@回忆录,2026.04.18,上海,0.0,0.0,4,only_at_mentions
69da7e87000000001a03484e,成功|观众,"今晚的亦庄机器人马拉松测试

",,8169.0,1,69e39609000000001401cc1f,,571a1cf6aed75812751626db,@秃秃噜噜噜 @旺仔啊旺仔,2026.04.18,北京,0.0,0.0,13,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e398d4000000001401ac10,,59d4067120e88f4f442c32da,@白给小子��,2026.04.18,江苏,0.0,0.0,7,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e399ec000000001401d416,,587ffa666a6a6907db37d120,@鑫鑫鑫333,2026.04.18,北京,0.0,0.0,7,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e39a31000000001401dc25,,587ffa666a6a6907db37d120,@鑫鑫鑫333,2026.04.18,北京,0.0,0.0,7,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e39b72000000001401a800,,5cfe16690000000012036bc2,@Ai�Tiaaaaa雅ૢ,2026.04.18,上海,0.0,0.0,13,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e3a07b000000001401e43e,,626ea23a000000002102726e,@gardenia.清澈 @莀_,2026.04.18,浙江,0.0,0.0,16,only_at_mentions
69da7e87000000001a03484e,成功|观众,"今晚的亦庄机器人马拉松测试

",,8169.0,1,69e3a47c000000001401dc1c,,65bc835f000000000d01e6d9,@苦巧恋結,2026.04.18,北京,0.0,1.0,5,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e3ae89000000001401c80b,,60efe83f0000000001005eee,@碳酸柚橘（护伞使者版）,2026.04.19,湖北,0.0,0.0,12,only_at_mentions
69da7e87000000001a03484e,成功|观众,"今晚的亦庄机器人马拉松测试

",,8169.0,1,69e3b0a7000000001401e80c,,67f7ea3e000000000d009f3c,@momo,2026.04.19,广东,0.0,0.0,5,only_at_mentions
69da7e87000000001a03484e,成功|观众,"今晚的亦庄机器人马拉松测试

",,8169.0,1,69e3df47000000001401a401,,5afb92604eacab378281767d,@黏人柴妮妮�,2026.04.19,加拿大,0.0,0.0,7,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e42412000000001401a810,,64408c3b000000001f032c2f,@凹凸大橘子 @粼昼,2026.04.19,浙江,0.0,0.0,10,only_at_mentions
69da7e87000000001a03484e,成功|观众,"今晚的亦庄机器人马拉松测试

",,8169.0,1,69e424540000000014019809,,588d77a16a6a6962de528935,@Photosynthesis,2026.04.19,日本,1.0,0.0,15,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,2,69e42965000000001401a012,69e2fc2d000000001401b82a,603234e6000000000101df05,@Fueiseng,2026.04.19,辽宁,0.0,,9,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e42b090000000014019c18,,636dfe2d000000001f01de6e,@冰河清秋99,2026.04.19,北京,0.0,0.0,7,only_at_mentions
69e42cc100000000220001ad,弱势|观众,"机器人马拉松倒数第一名，萌翻了���

",,8501.0,1,69e431cc000000001401a41f,,55a8586267bc652c7c707867,@momo,2026.04.19,北京,0.0,0.0,5,only_at_mentions
69e42cc100000000220001ad,弱势|观众,"机器人马拉松倒数第一名，萌翻了���

",,8501.0,1,69e434d6000000001401bc18,,55ce8bb75894460400b940df,@一颗桔子,2026.04.19,北京,0.0,1.0,5,only_at_mentions
69e42cc100000000220001ad,弱势|观众,"机器人马拉松倒数第一名，萌翻了���

",,8501.0,1,69e43554000000001401dc17,,5b61a5476b58b76dec662e01,@贾贾J,2026.04.19,北京,0.0,0.0,4,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,2,69e4371a000000001401b003,69e2fc2d000000001401b82a,5ea566bc0000000001002146,@海边有个小摊子,2026.04.19,黑龙江,0.0,,8,only_at_mentions
69e42cc100000000220001ad,弱势|观众,"机器人马拉松倒数第一名，萌翻了���

",,8501.0,1,69e437430000000014018c23,,5728e8595e87e752f23376dd,@希音�,2026.04.19,北京,0.0,0.0,4,only_at_mentions
69e42cc100000000220001ad,弱势|观众,"机器人马拉松倒数第一名，萌翻了���

",,8501.0,1,69e43882000000001401e82b,,5c8de1be00000000110064a1,@巴啦啦小仙猪 @散光发现了圈圈世界 @嘟比嘟,2026.04.19,北京,0.0,1.0,23,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e43912000000001401e00f,,63b84d0b0000000026004e54,@奶糖味的刘爪,2026.04.19,上海,0.0,0.0,7,only_at_mentions
69e42cc100000000220001ad,弱势|观众,"机器人马拉松倒数第一名，萌翻了���

",,8501.0,1,69e43971000000001401981f,,5d11cdac00000000160348f6,@我没有名字,2026.04.19,广东,0.0,0.0,6,only_at_mentions
69e42cc100000000220001ad,弱势|观众,"机器人马拉松倒数第一名，萌翻了���

",,8501.0,1,69e43abf000000001401981e,,566b9d624476084afec27fdb,@狗大圆,2026.04.19,广东,0.0,0.0,4,only_at_mentions
69e42cc100000000220001ad,弱势|观众,"机器人马拉松倒数第一名，萌翻了���

",,8501.0,1,69e43c3c000000001401e429,,59b9db066a6a696fb160365a,@一个可以艾特的名字,2026.04.19,北京,0.0,0.0,10,only_at_mentions
69e42cc100000000220001ad,弱势|观众,"机器人马拉松倒数第一名，萌翻了���

",,8501.0,1,69e43c52000000001401981c,,58f349fa50c4b4450f8677d6,@小卫菜奈酱,2026.04.19,北京,0.0,0.0,6,only_at_mentions
69e42cc100000000220001ad,弱势|观众,"机器人马拉松倒数第一名，萌翻了���

",,8501.0,1,69e43cb6000000001401c400,,61fbcb3e00000000100082d5,@啾咪米密,2026.04.19,广东,0.0,0.0,5,only_at_mentions
69e2583b00000000230211ea,失败|抢救者,"

",,2406.0,1,69e43d23000000001401bc02,,62d750960000000002000c28,@磷与自由游于几何,2026.04.19,广东,0.0,0.0,9,only_at_mentions
