Topic,Count,Name,Representation,Representative_Docs
87,37,87_无人机_無人機_更快_飞机,"['无人机', '無人機', '更快', '飞机', '无线', '有人', '一架', '机上', '更好', '军用']","['你说呢，无人机不是更快', '无人机不行吗？', '能运400斤的农用无人机贵还是这个贵？']"
88,36,88_草帽_戴帽子_帽子_可爱,"['草帽', '戴帽子', '帽子', '可爱', '太萌', '好玩', '头戴', '喜欢', '戴个', '安全帽']","['旁边小草帽', '我草帽哥好可爱 哈哈哈哈', '戴草帽那个真的太可爱了']"
89,35,89_停下来_停下_几步_后退,"['停下来', '停下', '几步', '后退', '有点像', '几下', '迈着', '后面', '太像', '步伐']","['它快停下的那几步真的好像人', '跑后停下那几步真的好像人啊', '哇！！！这个停下来那几步，真的好像人啊。']"
90,35,90_机器人马拉松_机器人_马拉松_跑马,"['机器人马拉松', '机器人', '马拉松', '跑马', '機器', '意义', '有意义', '实际意义', '跑得快', '骑马']","['机器人跑马拉松，有什么意义？？', '机器人跑马拉松意义在哪', '机器人跑马拉松意义呢？']"
91,35,91_加水_喝点_喝水_以为,"['加水', '喝点', '喝水', '以为', '开水', '口渴', '加冰', '倒水', '矿泉水', '饮料']","['我还以为倒壶开水呢[笑哭R]', '以为加开水[偷笑R]', '我还以为是拿着瓶农夫山泉']"
92,35,92_补给_机器人_机器_补给站,"['补给', '机器人', '机器', '补给站', '人形机器人', '人要', '补充', '需要', '不用', '伺候']","['应该让机器人自己补给', '不应该是换补给，也是用机器人吗？', '机器人也得“补给”啊[笑哭R]']"
93,35,93_装备_爆一地_东西_厉害,"['装备', '爆一地', '东西', '厉害', '太高', '自爆', '一下', '一地', '一点', '其他']","['爆了一地的装备[偷笑R][偷笑R]', '装备也太业余了', '纸糊的，还能爆装备']"
94,34,94_控制不了_控制_失控_人要,"['控制不了', '控制', '失控', '人要', '控制器', '跟着', '跟不上', '别人', '操控', '负责']","['人控制了吗？', '都是要人控制的', '⚽️把人控制的[捂脸R]']"
95,34,95_当个_事办_事儿_赶紧,"['当个', '事办', '事儿', '赶紧', '解决', '当件', '干点', '遇事', '当当', '拉个']","['当个事儿办[偷笑R]', '当个事儿办了[吧唧R]', '行，当个事儿办！']"
96,32,96_工作人员_跟着_跟上_有人,"['工作人员', '跟着', '跟上', '有人', '跑得快', '人员', '操作员', '旁边', '追不上', '操作者']","['[嘻嘻R]谁说工作人员不牛呢？跟着跑呢', '工作人员跟着跑？？？', '工作人员还得跟着跑啊[笑哭R]']"
