relation_type,comment_id,post_category,comment_level,like_count,hit_count,content,audit_label,audit_note
tool_toy,69dc73fa00000000350236af,失败|抢救者,1,2706.0,2,我还以为是机器人医生来救人[笑哭R],,
tool_toy,69e4367c0000000014018826,弱势|观众,1,2636.0,2,笑死�这个机器人刚刚从我面前过去了，它没跑了,,
tool_toy,69e46025000000001401dc38,中性|观众,2,2132.0,2,这是人形机器人，你说的那种是另一种机器人。,,
tool_toy,69e7170a000000001401b807,弱势|观众,1,2088.0,2,名次不重要、流量才是最重要的，那么多机器人只记得这个小鼻嘎了[捂脸R],,
tool_toy,69dc9de80000000002029fb1,失败|抢救者,1,1887.0,2,我有救了，以后失业可以去抬坏机器人,,
tool_toy,69e58719000000001401dc0e,all,2,1561.0,2,任何事物都是需要通过实践后一步步进化，透过现象看本质，其实就是掌握先进技术，研发机器人技术是目前社会必须的技术鸭,,
tool_toy,69e4924e000000001401c026,强势|服务者,2,1421.0,1,有轮的叫机器车,,
tool_toy,69e461e6000000001401e400,中性|观众,2,1326.0,2,是的 小机器人没完赛[捂脸R] 完美小孩,,
tool_toy,69daf728000000001400868f,成功|观众,2,1203.0,3,他们有时候还会给这玩意穿个带反光条的上衣！但是没有裤子！远远的就听见声音了，它跑过来才看到是个没穿裤子的机器人！,,
tool_toy,69e4962e000000001401b006,强势|服务者,1,1144.0,2,一个机器人需要3个人伺候，就业新方向来了,,
tool_toy,69e7a7150000000014019809,失败|抢救者,1,1030.0,1,只有我心疼这个机器的报废了吗，程序员不心碎了吗,,
tool_toy,69e2f480000000001401a819,失败|抢救者,1,924.0,3,这AI吧，不可能啊，机器人怎么摔下也不至于摔成这样，碎哪里都是渣，我儿子的玩具从4楼掉下去都没掉渣，就是变形了,,
tool_toy,69e722e5000000001401b01c,强势|服务者,2,879.0,1,这个评论像极了最开始火车刚出来还没马车快，人们问这东西有啥用的时候,,
tool_toy,69e51440000000001401c00b,all,1,715.0,2,从这个机器人的跑步姿势上看出了性别[笑哭R][笑哭R][笑哭R][笑哭R],,
tool_toy,69e4b81d000000001401c836,弱势|同伴,2,634.0,2,这小机器人坐得略显拘谨啊[笑哭R],,
tool_toy,69e55e7b000000001401e40c,all,2,634.0,2,机器人也是人[大笑R],,
tool_toy,69e477c1000000001401d809,中性|观众,2,621.0,1,淘气的娃，无力的爷爷，没用的爸,,
tool_toy,69e58a710000000014018c12,all,2,559.0,2,其实就和摩托车，赛车比赛一样。对普通观众来说，不过是速度与激情的玩物。但会大力提升，刺激  汽车，摩托等相关产业部件的发展 。而一个稳定强，续航性强，可以翻山越岭的，无视地形的机器人  如果作为国防力量[doge],,
tool_toy,69e2f5010000000014019417,失败|抢救者,2,558.0,2,这个我觉得是真实视频，因为看见过其他视角的。这跟机器人材质和重量有关吧，我觉得这个程度摔一下还是可能会碎的,,
tool_toy,69e45f74000000001401bc0a,中性|观众,1,548.0,2,机器人为什么一定要做成人的形状？为什么不能做成四个轮子着地的，兼顾稳定性和速度，然后加上某种液体就能跑起来,,
tool_toy,69e522d2000000001401ac01,强势|服务者,1,1.0,1,最累的就是控制遥控的，还要跟着跑[笑哭R],,
tool_toy,69daf0a1000000000c033911,成功|观众,1,0.0,1,这次不是遥控车比赛了吧,,
tool_toy,69daf0c4000000003500f781,成功|观众,1,0.0,1,这玩意最适合战争用  背个甭蹦  直接冲,,
tool_toy,69daf0de00000000010073c1,成功|观众,1,0.0,1,落在坏人手里就是杀人机器⚙️,,
tool_toy,69e5078e000000001401c406,中性|观众,2,0.0,1,哈哈哈中国高端玩具大赏,,
tool_toy,69daf1e400000000350139d4,成功|观众,1,0.0,1,规定不许使用遥控器[偷笑R],,
tool_toy,69e60bfb000000001401e409,强势|服务者,1,0.0,1,拿遥控器的受罪了,,
tool_toy,69eac325000000001401d400,all,2,0.0,1,也有机器狗[捂脸R]还有蟑螂形态的[捂脸R],,
tool_toy,69daf2a200000000350267b1,成功|观众,1,0.0,1,这玩意要是带自瞄准追我，我要吓疯,,
tool_toy,69daf2b200000000150036af,成功|观众,1,0.0,1,遥控的得骑张雪[偷笑R],,
tool_toy,69eb0148000000001401ac09,all,2,0.0,1,如果不是人形状态，那就成遥控赛车比赛了[偷笑R],,
tool_toy,69e60ac7000000001401e009,强势|服务者,1,0.0,1,还是没用的东西,,
tool_toy,69e6098d000000001401a80e,强势|服务者,1,0.0,1,遥控的人要跟着他跑吗？,,
tool_toy,69daf44f0000000001004564,成功|观众,1,0.0,1,后面的车是遥控者吗,,
tool_toy,69daf5de000000000103eb2c,成功|观众,1,0.0,1,没用胯部发力,,
tool_toy,69e5ff12000000001401cc42,强势|服务者,1,0.0,1,遥控器控制啊,,
tool_toy,69daf087000000003501b4ff,成功|观众,1,0.0,1,它怎么不开个遥控车去跑呢？更快,,
tool_toy,69e61018000000001401e838,强势|服务者,1,0.0,1,还是拿着手柄�遥控器吗？,,
tool_toy,69e610ad000000001401bc1f,强势|服务者,1,0.0,1,事旁边有个拿遥控器的陪跑是吧,,
tool_toy,69e615d5000000001401d82e,强势|服务者,1,0.0,1,这玩意儿要是直接上山救人的话，我觉得他上来我能直接跑了，毕竟人们在危险与未知，能力是无限的。,,
tool_toy,69e62da4000000001401901e,强势|服务者,1,0.0,1,这跟遥控汽车有什么区别,,
tool_toy,69e62cd6000000001401b027,强势|服务者,1,0.0,1,旁边还有遥控器陪跑呢,,
tool_toy,69e62bb8000000001401dc0e,强势|服务者,1,0.0,1,遥控那哥们要跟着跑？,,
tool_toy,69db10850000000035021b47,成功|观众,1,18.0,1,就一玩具骗国家补贴[大笑R],,
tool_toy,69e627fb000000001401e02b,强势|服务者,1,1.0,1,[doge]下年能不能那个遥控的骑着它跑，以后就可以搞环太平洋的那种了,,
warrior_hero,69e4998e000000001401dc16,成功|被超越者,2,61.0,1,在战场上不需要跑死，只要接近就完犊子了[捂脸R],,
warrior_hero,69db12970000000035018b53,成功|观众,1,54.0,2,这nb了 这要是上战场了…,,
warrior_hero,69e5a52f0000000014019413,弱势|同伴,1,43.0,1,感觉研究机器人的都是很年轻的小男孩  像商场里卖玩具区那些买机甲战士挑奥特曼的小孩长大了,,
warrior_hero,69e596f5000000001401c812,all,2,35.0,2,不是一开始就可以用机器人上战场的，这个过程需要各种实验,,
warrior_hero,69e57617000000001401d80b,强势|服务者,2,35.0,2,战场上，战士们不用再背着炸药包了。,,
warrior_hero,69dadc3900000000020342f7,成功|观众,2,23.0,1,放战场上你就知道了[笑哭R],,
warrior_hero,69e722f60000000014019011,强势|服务者,2,21.0,1,没意义？战场和恶劣天气的时候，你去执行任务？[doge],,
warrior_hero,69e49b9f0000000014019c07,强势|服务者,1,21.0,2,确实可以上战场了，人员配齐就行,,
warrior_hero,69e5294d000000002b037d37,all,2,20.0,2,先让它们跑跑步，以后再进步一点，可能就上战场了。主要是调动年轻人研究的积极性。,,
warrior_hero,69e480d7000000001401e02e,成功|被超越者,1,18.0,1,如果战场上，他拿个枪，就是个大麻烦,,
warrior_hero,69da96b000000000350127f5,成功|观众,2,17.0,2,人家在比运动性能，你哪跟哪呢，未来机器人要代替人类上战场，也要上太空，不排除有外星人还得抵抗地外文明等，你以为就干你那芝麻大点破事呢，天天意义意义的……[抠鼻R][抠鼻R][抠鼻R],,
warrior_hero,69e4c8ee000000001401ac20,成功|被超越者,2,17.0,1,战场上不用人形机器人，用宇树的轮足狗。,,
warrior_hero,69eaac64000000001401a80c,强势|服务者,2,17.0,1,如果成熟之后，机器人能这么快速跑，战场支援，运送紧急物资，你眼光看不到而已，还有很多用途,,
warrior_hero,69e6003e000000001401940d,强势|服务者,1,16.0,1,将来成功用到战场上，一个机器人就能扺100个人了！,,
warrior_hero,69dbfa6b000000000d03dcc4,成功|观众,2,14.0,1,明年应该就能拿冲锋枪了[doge],,
warrior_hero,69e4894a000000001401ac24,成功|被超越者,2,13.0,1,你可以想象一下，真正战场，一个机器人摔倒后碰到一群机器人，然后那群机器人应激乱开枪的场面[偷笑R],,
warrior_hero,69dadc780000000035032760,成功|观众,2,10.0,1,带上�，带上�，�×200，冲锋号一响。想都不敢想。,,
warrior_hero,69e519f8000000001401bc10,强势|服务者,2,8.0,2,先别笑，没准以后他会替代你的子孙后代上战场。,,
warrior_hero,69e48e06000000001401a822,成功|被超越者,2,8.0,1,可以想象，不过也可以想象它可以批量生产，可以在战场拆故障机器人的部件模块化替换，可以没有死亡恐惧和道德压力,,
warrior_hero,69e4e39c000000001401ac1d,强势|服务者,2,5.0,2,也许是为了以后，我们不再需要用人命去挡子弹，派他们去就够了，我们在后面生产，然后点一下鼠标送他们上战场而不是你我的孩子。,,
warrior_hero,69db1b250000000035014613,成功|观众,2,5.0,1,你觉得上了战场的人还能顾得上笑吗[汗颜R],,
warrior_hero,69e49bc9000000001401e413,强势|服务者,1,5.0,1,鸡肋研发，没法用，战场一个机器人送个人头，家里人和机器一起做一个事,,
warrior_hero,69e4a6e7000000001401c43b,成功|被超越者,2,4.0,1,早就有了。机器人主要强调无人，不一定非要做成人形，无人机也是机器人的一种。买点无人机带上炸弹，用电脑集群操控就行了，最多再租个卫星扫描一下对面确定位置，这都是战场上已经出现过的东西了,,
warrior_hero,69db4b4a000000000d03e295,成功|观众,1,3.0,1,这玩意要是在战场上追我 我能吓死,,
warrior_hero,69e48794000000001401dc06,强势|服务者,1,3.0,1,想想几万个机器人肩扛火箭炮，手持冲锋枪，抢滩登陆的样子[飞吻R],,
warrior_hero,69e497b1000000001401e034,成功|被超越者,1,2.0,1,想想这玩意在战场上端着枪追你，慌不慌,,
warrior_hero,69e49003000000001401c421,成功|被超越者,2,1.0,1,战场上不拿抢，拿的是TNT[doge],,
warrior_hero,69e4f8e30000000014019813,成功|被超越者,2,0.0,1,战场中现在都是飞的机器人，追着你飞然后投弹,,
warrior_hero,69e5c9890000000014019812,成功|被超越者,2,0.0,1,@奋进中的美少女战士,,
warrior_hero,69e4d511000000001401940e,成功|被超越者,2,0.0,1,战场上 哪有这样的平地，肯定刚出去 就摔在家门口，说不定炸了自家[哭惹R]而且还要有人跟着 遥控，本来可以一个人类出去自爆，现在是一个机器人+一个遥控者 自爆，亏大了[哭惹R],,
warrior_hero,69e58f970000000014019c0e,中性|观众,2,0.0,1,那个天才没有跑到终点，被公司抱回家了[萌萌哒R]坚持自己拿水壶，太可爱了,,
warrior_hero,69e5b1d3000000001401d830,失败|观众,2,0.0,1,俄乌战场已经被这种遥控小飞机主宰了[doge][doge][doge],,
warrior_hero,69db13e8000000003501dbab,成功|观众,2,0.0,1,这种跑法铁打的膝盖也坚持不住啊,,
warrior_hero,69e272aa000000001401d80b,成功|观众,2,1.0,1,战场上，机器狗机器狼不比这玩意灵活吗，而且能背很多东西，这玩意拿个枪都费劲。,,
warrior_hero,69e47ae2000000001401cc0e,成功|观众,2,0.0,1,现在就可以拿冲锋枪了呀,,
warrior_hero,69db2e0d000000000103e640,成功|观众,2,2.0,1,这玩意儿穿上人的衣服，动作跟人一样，上了战场后那就是一大片打不死的人机，想要玩地面战，简直开玩笑,,
warrior_hero,69db0072000000003500b16c,成功|观众,2,1.0,1,每一项运动都有意义 每一场比赛都需要付出努力 背后隐藏着无数的汗水和坚持 自我救赎和自我超越 总会有人努力做自己喜欢的事情  你不喜欢不代表没意义,,
warrior_hero,69e5c97d000000001401a81f,成功|被超越者,2,1.0,1,@奋进中的美少女战士,,
warrior_hero,69e4943d000000001401d801,强势|服务者,1,0.0,1,这对普通人来说有什么意义嘛，全部用战场上去,,
warrior_hero,69e4a4c50000000014018c1e,强势|服务者,1,1.0,1,电线裸露在外，随便割断一根就得歇菜，战场上存活率极低,,
warrior_hero,69e595dc000000001401e43b,强势|服务者,1,0.0,1,太可怕了 10年后估计就活跃在战场上了,,
warrior_hero,69e585d2000000001401c40c,强势|服务者,1,0.0,1,谁要看这玩意，我要的是机械军团抱着步枪像敌军阵地三三制冲锋[偷笑R],,
warrior_hero,69e560c2000000001401900d,强势|服务者,1,0.0,1,机甲战士和机械师,,
