Topic,Count,Name,Representation,Representative_Docs
96,52,96_工作人员_跟着_跟上_有人,"['工作人员', '跟着', '跟上', '有人', '跟不上', '人员', '跑得快', '操作员', '旁边', '起跑']","['工作人员也跟着跑完了？', '工作人员跟着跑？？？', '工作人员还得跟着跑啊[笑哭R]']"
97,52,97_骑着_骑车_骑个_有车,"['骑着', '骑车', '骑个', '有车', '跟车', '坐骑', '开车', '跟着', '不让', '自行车']","['不是啊，后面那个人不能用轮滑吗？或者骑个电瓶车带着驾驶员也行啊。', '骑个车不行吗[偷笑R]', '咱就不能骑个车跟着吗？[笑哭R]']"
98,51,98_装备_爆一地_厉害_东西,"['装备', '爆一地', '厉害', '东西', '自爆', '太高', '一下', '爆率', '满血', '满级']","['太厉害了，一出场就爆装备[笑哭R][赞R]', '怎么导出爆装备啊[笑哭R]', '装备也太业余了']"
99,50,99_工程师_跟着_跟不上_跑下来,"['工程师', '跟着', '跟不上', '跑下来', '不少', '技术员', '里面', '更累', '不仅', '这次']","['你是说工程师也得跟着跑吗[捂脸R]', '所以工程师也要体能训练是吧', '工程师有自己的阿贝贝']"
100,50,100_太像_有点像_挺帅_好看,"['太像', '有点像', '挺帅', '好看', '最像', '形象', '好像', '不像', '有意思', '样子']","['由于太像人了确实会引人共情啊', '太像人了吧', '太像人了']"
101,50,101_机器人_加油_机器_有人,"['机器人', '加油', '机器', '有人', '人喊', '加电', '加啥', '鼓励', '机油', '加油站']","['给机器人加油哈哈哈', '向机器人喊快跑加油[失望R][失望R][失望R]', '跟机器人说加油？']"
102,47,102_结束_结尾_停止_开始,"['结束', '结尾', '停止', '开始', '结局', '不早', '开场', '结果', '开局', '未捷']","['还没开始就结束了[大笑R]', '开始了吗？已经结束了！', '还没开始就结束了']"
103,46,103_站不稳_站不住_不稳_站住,"['站不稳', '站不住', '不稳', '站住', '停下', '停下来', '不动', '倒下', '后退', '倒地']","['为什么站不稳啊', '为啥他一开始停下的时候站不稳', '停下来为啥站不稳？']"
104,45,104_机器人_落后_厉害_实力,"['机器人', '落后', '厉害', '实力', '技术含量', '智能', '水平', '科技领域', '中国', '数量']","['参赛机器人有26个厂家300多款机器人，而这绝对不是中国的全部，这就是中国实力，你猜猜欧美日韩什么情况，这就是中国科技领域的实力[点赞R]', '。中国的机器人还需要再发展！！！', '中国的机器人是这样的[笑哭R][笑哭R]还有人在那吹呢']"
105,45,105_控制不了_有人_控制_人要,"['控制不了', '有人', '控制', '人要', '失控', '控制器', '跟着', '跟不上', '别人', '操控']","['⚽️把人控制的[捂脸R]', '人控制了吗？', '都是要人控制的']"
106,44,106_赶蝉_八步_赶蚕_三步,"['赶蝉', '八步', '赶蚕', '三步', '来个', '更进一步', '起来', '试试', '姿势', '看着']","['八步赶蝉？', '八步赶蝉？！[汗颜R][汗颜R][汗颜R]', '八步赶蝉步法[大笑R][大笑R][大笑R]']"
107,42,107_机器人马拉松_机器人_马拉松_機器,"['机器人马拉松', '机器人', '马拉松', '機器', '意义', '实际意义', '跑步', '跑得快', '骑马', '锻炼身体']","['机器人跑马拉松，有什么意义？？', '机器人跑马拉松意义呢？', '机器人跑马拉松意义在哪']"
108,42,108_跳舞_起舞_跳街舞_舞蹈,"['跳舞', '起舞', '跳街舞', '舞蹈', '街舞', '看热闹', '节目', '耍帅', '表演', '热闹']","['可是 084 会跳舞，给我迷坏了[哭惹R]', '不懂意义的还是刷抖音看跳舞去吧[偷笑R][偷笑R][偷笑R]', '跳舞还自己伴奏']"
109,42,109_机器人_参赛_比赛_大赛,"['机器人', '参赛', '比赛', '大赛', '人机', '不过关', '这届', '不太', '丢人', '不高']","['这机器人根本就不过关，还出来比赛，真丢人呢，不过关就回去好好的给他调整好了，重新编程，让他没有瑕疵再出来秀。科技是严谨的，不是闹着玩儿的。', '以后全机器人比赛了[捂脸R]', '以后就是机器人代表人报价比赛了[偷笑R]']"
110,41,110_现场_想去_观看_好玩,"['现场', '想去', '观看', '好玩', '看过', '好看', '举办', '看看', '会去', '观众']","['这是在哪儿拍的？想去现场看看', '现场好壮观', '我想去现场看']"
111,41,111_骡子_当牛马_牛马_马拉,"['骡子', '当牛马', '牛马', '马拉', '养马', '老马', '溜溜', '当了', '跑不过', '动物']","['是骡子是马拉出来溜溜[doge]', '马上连牛马都当不成了', '真就是骡子是马拉出来溜溜了']"
112,41,112_跑的快_去年_今年_跑得快,"['跑的快', '去年', '今年', '跑得快', '挺快', '追着', '明年', '不慢', '进步', '快又稳']","['哈哈去年还搀扶着呢，今年已经跑很快了', '去年还摔跟头呢，今年就蹭蹭蹭的跑这么快…', '去年还得扶着呢，今年健步如飞了']"
113,41,113_本科毕业_硕士_研究生_本科,"['本科毕业', '硕士', '研究生', '本科', '学历', '读研', '本科生', '做不了', '不高', '厉害']","['醒醒 你本科生 85年本科毕业 干不了这个的[笑哭R][笑哭R]想做这个双985研究生起步 而是方向非常垂直才行[笑哭R][笑哭R]没说你本科生不厉害 只是你做不了这个 明白了吗', '我自己做的ppt我都反复欣赏宝贝的不行', '还得牛逼大学的研究生 至少本科硕士都是985才行[笑哭R][笑哭R]']"
114,40,114_机器人_人形机器人_测试_硬件,"['机器人', '人形机器人', '测试', '硬件', '性能', '续航', '检测', '软件', '稳定性', '能力']","['说没用的朋友，这个可以用来测试极限工况下系统的稳定性，前几年很多机器人不能连续运动超过俩小时，有各种电机，续航的问题，去年马拉松有很多机器人需要工程师全程陪同，跑一会就过热、停电，需要人引导跑步，短短一年就能有这么大的进步非常难得', '这是测试人形机器人性能啊，不然直接遥控赛车好了[doge]', '去年机器人马拉松一大堆摔断头断腿的，今年跑起来比人还快，说白了是检验机器人协调性，当人形机器人能做到人类一半以上的协调性时，可以干的事就多太多了，而且因为是人形，在做很多不同工作时不需要额外更换硬件，直接修改程序就可以了。就比如现在家用洗碗洗衣服扫地拖地都是分开不同的机器，如果有机器人，它就可以切换不同的模式去做不同的家务，而不需要单独买不同的家电']"
115,40,115_极限_测试_检测_综合测试,"['极限', '测试', '检测', '综合测试', '考试', '考验', '稳定性', '检验', '特定条件', '验证']","['测试稳定性，采集数据，测试极限性能，意义重大。', '测试机器极限稳定性啊', '极限测试']"
116,39,116_进化_真快_飞速发展_太快,"['进化', '真快', '飞速发展', '太快', '进步', '好玩', '速度', '什么样', '想进', '真好']","['这进化速度神了', '进化真的快啊', '我嘞个光荣进化啊[捂脸R]']"
117,38,117_章若楠_若楠_有点像_张若楠,"['章若楠', '若楠', '有点像', '张若楠', '好像', '跑步', '似的', '好几个', '一模一样', '模仿']","['好像章若楠[doge]', '章若楠跑步好像', '好像章若楠跑步[笑哭R]']"
118,38,118_停下来_停下_几步_有点像,"['停下来', '停下', '几步', '有点像', '几下', '迈着', '太像', '后退', '站不稳', '两步']","['跑后停下那几步真的好像人啊', '哇！！！这个停下来那几步，真的好像人啊。', '它快停下的那几步真的好像人']"
119,38,119_加水_喝点_喝水_以为,"['加水', '喝点', '喝水', '以为', '开水', '口渴', '加冰', '倒水', '矿泉水', '热水']","['以为加开水[偷笑R]', '我还以为是拿着瓶农夫山泉', '我还以为倒壶开水呢[笑哭R]']"
120,37,120_鸡好_大湾_烤鸡_一只,"['鸡好', '大湾', '烤鸡', '一只', '两只', '挺快', '挺萌', '参赛', '想到', '前边']","['看到大湾鸡意满离', '不是！怎么还有只假的大湾鸡哈哈哈哈哈[大笑R]', '粤港澳大湾区[doge]']"
121,37,121_太差_很差_劣质_质量,"['太差', '很差', '劣质', '质量', '不好', '不堪', '离谱', '不过关', '粗糙', '差一点']","['这个质量太差了', '这质量也太差了吧', '质量太差了！']"
122,37,122_倒数_第一名_第一_算不上,"['倒数', '第一名', '第一', '算不上', '一名', '好像', '摔倒', '第二个', '人家', '中间']","['倒数第一吗？[捂脸R]', '是倒数第一啊。🤣', '那个倒数第一你看到了吗？巨萌[笑哭R]']"
123,37,123_人形_轮子_人型_技术难度,"['人形', '轮子', '人型', '技术难度', '仿人', '更快', '形体', '更难', '过不去', '拟人化']","['有啊，比如救火那种环境变化多端，轮子再快也过不去呀，问就是障碍太多还会变化，回来改装也来不及了，而人型没有这方面，虽然不快，但它绝对是消防员的好伙伴[捂脸R][捂脸R][捂脸R]', '单看跑步肯定跑不过轮子，但是人类社会适应能力肯定是人形的最强，上楼梯，逛菜场，坐电梯，人类社会的复杂环境，轮子适应不了', '拟人形比四个轮子跑更复杂更难吧']"
124,37,124_体育_体育老师_体育精神_锻炼身体,"['体育', '体育老师', '体育精神', '锻炼身体', '运动员', '体能', '运动', '要考', '体测', '跑步']","['体育好很重要', '看着就像体育生[笑哭R]', '不喜欢跑步的人类现在还在期末体测绿色指标体育中考体育高考呢']"
125,37,125_以为_鲤鱼打挺_突然_纳闷,"['以为', '鲤鱼打挺', '突然', '纳闷', '要来', '原来', '误解', '起来', '惊喜', '着火']","['我以为要鲤鱼打挺', '我还以为他会来个鲤鱼打挺', '太丝滑以为他是演的']"
126,37,126_穿衣服_没穿_衣服_换衣服,"['穿衣服', '没穿', '衣服', '换衣服', '穿鞋', '服装', '看起来', '裤子', '带上', '第二天']","['第一天么？看穿衣服看习惯了还是觉得穿衣服看起来舒服些[笑哭R][笑哭R]', '下次要穿衣服', '换了衣服你就认不出来了']"
127,36,127_机器人_穿鞋_运动鞋_鞋子,"['机器人', '穿鞋', '运动鞋', '鞋子', '跑鞋', '穿着', '没穿', '耐克', '穿个', '跑过来']","['机器人穿运动鞋的目的是？？', '机器人为什么要穿运动鞋', '机器人也要穿运动鞋[笑哭R]']"
128,36,128_年轻人_年轻_年青人_朝气蓬勃,"['年轻人', '年轻', '年青人', '朝气蓬勃', '厉害', '真棒', '小伙子', '这群', '技术人员', '太棒了']","['看这技术人员都这么年轻，真棒[赞R]', '都是年轻技术人员，真棒', '这些年轻人太厉害了']"
129,36,129_真快_好快_进步_更快,"['真快', '好快', '进步', '更快', '太棒了', '太快', '很快', '厉害', '好笑', '提升']","['这进步太快了[赞R]', '进步太快了。', '有进步。越线了！']"
130,36,130_膝盖_膝关节_跑步_不伤,"['膝盖', '膝关节', '跑步', '不伤', '跑法', '坚持', '为什么', '不够', '大腿', '不对']","['为什么我替他膝盖疼[笑哭R][笑哭R]', '感觉在用膝盖跑步[偷笑R]', '看他跑步我膝盖疼']"
131,35,131_无人机_更快_飞机_无线,"['无人机', '更快', '飞机', '无线', '有人', '一架', '机上', '更好', '军用', '空中']","['你说呢，无人机不是更快', '能运400斤的农用无人机贵还是这个贵？', '无人机不行吗？']"
132,35,132_过热_电机_电动机_散热,"['过热', '电机', '电动机', '散热', '高温', '降温', '失灵', '冷却', '温度', '电池']","['电机过热了', '电机过热了降温呢', '电机过热，降温']"
133,35,133_小派_可爱_喜欢_热闹,"['小派', '可爱', '喜欢', '热闹', '小朋友', '查派', '起来', '有人', '支持', '跑得慢']","['哈哈哈哈我们小派跑起来也是哒哒哒的[害羞R]', '小派真的好可爱呀[飞吻R]', '小派好可爱']"
134,34,134_地上_坐在_没人管_不住,"['地上', '坐在', '没人管', '不住', '休息', '累着', '不让', '睡觉', '原地', '地下']","['坐在地上生闷气', '这是坐地上嚎啕大哭了吗', '他俩咋不扶一下地上坐的[笑哭R]']"
135,34,135_手机_智能手机_打电话_发短信,"['手机', '智能手机', '打电话', '发短信', '小灵通', '用户', '网速', '上网', '点开', '做些']","['手机一开始还是那种bb机呢，挂腰上。那时候你是不是也说这玩意没啥用呢。后面是大哥大，又重又大，而且非常贵，除了打电话，一无是处。后面进化成了小灵通，也只能打电话，发短信和玩那种最低端的游戏。什么都是一步步进化的，没有任何东西是产出来就是个完整品的。', '你刷手机的意义是什么。。。。。。', '手机一开始还是那种bb机呢，挂腰上。那时候你们是不是也说这玩意没啥用呢。后面是大哥大，又重又大，而且非常贵，除了打电话，一无是处。后面进化成了小灵通，也只能打电话，发短信和玩那种最低端的游戏。在后面出现各种手机，不能看电影，除了腾讯自带的表情，连玩游戏和表情包都是文字形式的。智能手机是在15年前才出现的，我上大学才用上智能手机。什么都是一步步进化的，没有任何东西是产出来就是个完整品的。你想要的东西慢慢都会完善，不知道在那鬼叫些什么。']"
136,33,136_闪电_閃電_红色_闪电侠,"['闪电', '閃電', '红色', '闪电侠', '跑得快', '火花', '有个', '真猛', '飞速', '太快']","['闪电是红色的', '红色闪电', '那个红色闪电笑死我了[笑哭R]']"
137,33,137_机器人_撞到_打人_误伤,"['机器人', '撞到', '打人', '误伤', '怎么办', '伤害', '吓人', '攻击', '失控', '咋办']","['如果汽车不小心撞到别家的机器人，怎么办？', '机器人如发神经病突然伤害路边行人怎么办？机器人手臂、脚都是金属外表，谁受得了？', '被机器人撞到，算谁责任[笑哭R]']"
138,33,138_测试_检测_试验品_不试,"['测试', '检测', '试验品', '不试', '试验', '考试', '考验', '这有', '之前', '开了个']","['不测试下怎么知道可以干嘛[笑哭R]', '这些不测试嘛[笑哭R]', '这是一点测试都没做过吗？']"
139,30,139_屁股_屁屁_洗个_洗洗,"['屁股', '屁屁', '洗个', '洗洗', '干嘛', '为什么', '换尿布', '没穿', '撒尿', '干净']","['还要洗屁股[笑哭R]', '为什么不是你屁股？', '为什么洗屁股？']"
