comment_id,帖子id,post_category,robot_status,human_role,content,topic_raw,topic_assigned,topic_reduced
69e464cb000000001401e415,69e44278000000001a0217bb,强势|被超越者,强势,被超越者,您是语言的艺术,-1,-1,-1
69db1280000000000c032c5d,69da7e87000000001a03484e,强势|观众,强势,观众,很多都有机械辅助了,-1,-1,-1
69db187d000000000d037726,69da7e87000000001a03484e,强势|观众,强势,观众,希望您能以后健康平安快乐的生活着，再过五年十年再来一次新疆，一定会看到变化的❤️,-1,-1,-1
69db1d45000000001400b240,69da7e87000000001a03484e,强势|观众,强势,观众,已经应用上无人机了,41,41,0
69daf52600000000150075bb,69da7e87000000001a03484e,强势|观众,强势,观众,象棋比赛不吵,24,24,0
69daf44c0000000014009051,69da7e87000000001a03484e,强势|观众,强势,观众,看成付航…,-1,-1,-1
69db342d0000000015005622,69da7e87000000001a03484e,强势|观众,强势,观众,它好像跑的比大多数人都快了。,0,0,0
69db0646000000000c03297d,69da7e87000000001a03484e,强势|观众,强势,观众,？我看它的速度比不上你博尔特！,0,0,0
69daf25e000000000d03dac0,69da7e87000000001a03484e,强势|观众,强势,观众,没错，鬼鬼祟祟的,43,43,1
69daee8c000000003502be45,69da7e87000000001a03484e,强势|观众,强势,观众,不知道可不可以送外卖送快递[偷笑R][偷笑R][偷笑R],49,49,0
69daeee4000000001500a5a4,69da7e87000000001a03484e,强势|观众,强势,观众,估计是行，每次我看到顺丰快递扛20公斤的面粉上六楼我都心疼[呃R],-1,-1,-1
69daef27000000003502d104,69da7e87000000001a03484e,强势|观众,强势,观众,[笑哭了R]小哥的速度比它快多了。。,0,0,0
69daf02f000000003500a4c5,69da7e87000000001a03484e,强势|观众,强势,观众,那是不是还要别人控制着啊。。那就费劲了,1,1,0
69daf2a600000000140093a1,69da7e87000000001a03484e,强势|观众,强势,观众,哈哈哈，真的感觉在家收快递开门的瞬间看到一个机器人的时代已经不远了[失望R],-1,-1,-1
69daf318000000001500074e,69da7e87000000001a03484e,强势|观众,强势,观众,取决于自动控制程序的发展情况和是否允许投入实用了。我看现在街上跑的无人快递车就挺好的。[偷笑R],-1,-1,-1
69dbb5ca000000000103f208,69da7e87000000001a03484e,强势|观众,强势,观众,没准以后外卖员也失业了[汗颜R],49,49,0
69dbc0ad00000000350144c4,69da7e87000000001a03484e,强势|观众,强势,观众,那也得机器人会开车吧,-1,-1,-1
69dc13ef000000000d03dbab,69da7e87000000001a03484e,强势|观众,强势,观众,送外卖这个行业注定是要消失[失望R],49,49,0
69dc1ed3000000001500bdc1,69da7e87000000001a03484e,强势|观众,强势,观众,将来远距离的用无人机，近距离的用这种就行。,41,41,0
69dba601000000000103f1a4,69da7e87000000001a03484e,强势|观众,强势,观众,[捂脸R]可能明年它就能送餐了,-1,-1,-1
69dba3aa00000000150036a1,69da7e87000000001a03484e,强势|观众,强势,观众,moss正在迭代,7,7,1
69dbdd3a0000000015009b91,69da7e87000000001a03484e,强势|观众,强势,观众,欲与鸵鸟试比高[捂脸R],-1,-1,-1
69dae4f2000000001500b1a0,69da7e87000000001a03484e,强势|观众,强势,观众,最后宇树机器人，能上春晚耍武术的，那实力是杠杠的！,42,42,2
69daf14a0000000001004367,69da7e87000000001a03484e,强势|观众,强势,观众,机器人足球世界杯已经夺冠了[笑哭R],-1,-1,-1
69dae7770000000035032e0c,69da7e87000000001a03484e,强势|观众,强势,观众,机器人世界杯咱们肯定没问题,-1,-1,-1
69dbd28b000000003502e35d,69da7e87000000001a03484e,强势|观众,强势,观众,是为了将来可以抓住你,-1,-1,-1
69dae5710000000035026677,69da7e87000000001a03484e,强势|观众,强势,观众,人家是金属的，你越抽它越兴奋,-1,-1,-1
69dbf1740000000035025dbe,69da7e87000000001a03484e,强势|观众,强势,观众,居然沦落到要和机器人过日子了，不至于[偷笑R],8,8,0
69dc1fa8000000000d03f82a,69da7e87000000001a03484e,强势|观众,强势,观众,这是我的养老搭子啊[偷笑R][偷笑R][偷笑R],15,15,1
69daed630000000035033d28,69da7e87000000001a03484e,强势|观众,强势,观众,上山复杂地形怎么办呢，这种模仿人的数据最多，最能贴近生活,5,5,0
69daed800000000016014429,69da7e87000000001a03484e,强势|观众,强势,观众,是啊 我是觉得是为了学习其他的能力 并不是真的为了让它们跑得快，所以跑姿啥的应该也不是重点,0,0,0
69daeddb0000000002028ac3,69da7e87000000001a03484e,强势|观众,强势,观众,这种东西应该是越快对于零件强度要求越高 如果你盯着头看你会发现头是稳的,-1,-1,-1
69daedfe0000000014009e6e,69da7e87000000001a03484e,强势|观众,强势,观众,那对比人的话还是模仿动物有用些[笑哭R] 以前看视频火星探测就是考虑了复杂地形设计，不过地球上的发展应该比送上天实战的那些快了,-1,-1,-1
69daeef80000000035015fe4,69da7e87000000001a03484e,强势|观众,强势,观众,不一样的，模仿人类的形态，很多武器什么不需要重新设计,23,23,0
69daefc0000000000d03f929,69da7e87000000001a03484e,强势|观众,强势,观众,啧 是个思路，最近看美伊打仗，才意识到武器这类“产品”更新换代频次有限，没消耗就没产量需求 容易落后,-1,-1,-1
69daf128000000000d037fb6,69da7e87000000001a03484e,强势|观众,强势,观众,你说的全都有了。这是不同方向的。都要发展。比如这个我觉得能按电梯。机器狗估计不行,-1,-1,-1
69daf16e000000003502390c,69da7e87000000001a03484e,强势|观众,强势,观众,我也是看到类似新闻，才想到这些,-1,-1,-1
69db2ee20000000015005ec5,69da7e87000000001a03484e,强势|观众,强势,观众,做这个只是为了技术验证，前一年的机器人马拉松一个个只能慢慢挪步还站不稳，现在已经可以大步流星了，这套平衡系统算法可以应用到其他机器人身上,3,3,0
69db4f8a0000000015007052,69da7e87000000001a03484e,强势|观众,强势,观众,嗯嗯～ 谢谢解答～,-1,-1,-1
69db9fe0000000000202b05b,69da7e87000000001a03484e,强势|观众,强势,观众,别的简单形态基本已经征服了,-1,-1,-1
69dba57e000000001500263b,69da7e87000000001a03484e,强势|观众,强势,观众,融入生态的产品，比做出一个似乎完美但要求重构所有生态的产品价值高的多,7,7,1
69dba9ac000000001400a0bd,69da7e87000000001a03484e,强势|观众,强势,观众,这叫技术突破和技术储备，不是现在拿来用的……,7,7,1
69dbc60a000000003501f7ce,69da7e87000000001a03484e,强势|观众,强势,观众,主要原因是要让机器人融入人类社会，当前大量的公共设施都是为了人类服务的，如果机器人不设计成人型，那就意味着不同公种的机器人都要单独设计，且不可扩展，无论从未来的发展还是方便性上看，设计成人形是最省钱的,4,4,0
69dbcf4c000000003500a135,69da7e87000000001a03484e,强势|观众,强势,观众,这种相当于基线工具  工欲善其事 必先利其器,-1,-1,-1
69daeaf50000000016016bef,69da7e87000000001a03484e,强势|观众,强势,观众,人想快都要坐车，就没必要让机器人卷这个了吧[doge]没学这个专业 应该是学习一些运动协调能力跑着玩吧,-1,-1,-1
69daecd5000000000202aad4,69da7e87000000001a03484e,强势|观众,强势,观众,可是马拉松就是为了测试机器人关节最大承受度啊 连续跑 42 公里 电池的公里 避震 磨损度都是一种测试啊  最早的 ai 不就是用来跟柯洁下棋的吗 那时候你会想到出现各种 app 吗,3,3,0
69daf29b0000000014009221,69da7e87000000001a03484e,强势|观众,强势,观众,跑得快没有意义，跑的慢就有了是吗？快能解决，慢解决不了，是吗？,0,0,0
69dafb54000000003502475e,69da7e87000000001a03484e,强势|观众,强势,观众,仿生永远不会过时的，应对一些复杂情况四足就是会比四轮好使。当然你说的这个都属于把所有核心技术结合在一体机上的后期技术了，既然带关节就要像视频一样把关节控制做好先，前期就一步步来嘛,-1,-1,-1
69db272d000000000c033684,69da7e87000000001a03484e,强势|观众,强势,观众,可以去了解一下具身智能这个词，现在做的这些东西可以理解为为了具身机器人的发展而收集资料，我们确实可以为了每一种工况研究研究一种对应的机器人，但是具身智能的意义在于，主要是人类可以做的，他就可以做，而不需要单独去做其他的适配,-1,-1,-1
69dbca470000000035014cc9,69da7e87000000001a03484e,强势|观众,强势,观众,操心了，技能树不是只能点一条的，非人型已经比较成熟了，你应该听过黑灯工厂。,-1,-1,-1
69dadf0f0000000015001efa,69da7e87000000001a03484e,强势|观众,强势,观众,去年没几个能算跑，今年不开车都追不上了吧,0,0,0
69dae74c000000000202bb14,69da7e87000000001a03484e,强势|观众,强势,观众,追人挺吓人的,0,0,0
69dabac4000000000d037827,69da7e87000000001a03484e,强势|观众,强势,观众,今年分组别，自主导航组和遥控组，速度也都提升很大。,1,1,0
69dac936000000001500be7a,69da7e87000000001a03484e,强势|观众,强势,观众,目测比老黑快了,0,0,0
69dad2c3000000001400ad2e,69da7e87000000001a03484e,强势|观众,强势,观众,有一个视频是一个机器人失控自己跑了，后面两个程序员玩命追[偷笑R],-1,-1,-1
69dad3cf000000000c030090,69da7e87000000001a03484e,强势|观众,强势,观众,估计基普乔格也跟不上了[doge],0,0,0
69dad77a0000000035023f2d,69da7e87000000001a03484e,强势|观众,强势,观众,程序员骑只机器狗[偷笑R],4,4,0
69dadae50000000002036cf6,69da7e87000000001a03484e,强势|观众,强势,观众,不开着电瓶车的嘛,35,35,0
69dae29c000000003501bd48,69da7e87000000001a03484e,强势|观众,强势,观众,肯定跟不上，宇视已经每秒十米了,0,0,0
69db432c00000000350311cb,69da7e87000000001a03484e,强势|观众,强势,观众,那不是有车跟着吗,0,0,0
69dba3da00000000350198ac,69da7e87000000001a03484e,强势|观众,强势,观众,"100米，宇树无头机器人(62kg),跑了十秒",39,39,2
69dba4fe0000000015000935,69da7e87000000001a03484e,强势|观众,强势,观众,这种科技进步超快，一两个月就更新[笑哭R],7,7,1
69dae717000000000103e44c,69da7e87000000001a03484e,强势|观众,强势,观众,肥仔？那是工程师[石化R]你这属于是不认识刘国梁的那群老外,10,10,0
69dac2ef000000001400ab75,69da7e87000000001a03484e,强势|观众,强势,观众,前面几个感觉都是坐着跑的样子 很迷惑 后两个才能看出身体前倾的趋势 难道机器人和人类跑步的姿势设定不一样吗 蹲个懂的讲讲[石化R],3,3,0
69daca2a000000000d034eef,69da7e87000000001a03484e,强势|观众,强势,观众,和发力部位有关系。重心低一些惯量会小，对关节的力矩和发热有好处。,-1,-1,-1
69db329400000000350227c6,69da7e87000000001a03484e,强势|观众,强势,观众,想起来了有个八步赶蝉跑法,0,0,0
69da811a00000000350088c5,69da7e87000000001a03484e,强势|观众,强势,观众,是的是的，今年有几个特别快，慢的也有，整体很进步,-1,-1,-1
69db081e0000000035033911,69da7e87000000001a03484e,强势|观众,强势,观众,宇树肯定遥遥领先,39,39,2
69db1c920000000035008677,69da7e87000000001a03484e,强势|观众,强势,观众,首先想到了闪送[偷笑R],-1,-1,-1
69db1ec0000000000d03c1a8,69da7e87000000001a03484e,强势|观众,强势,观众,机器人：我也是太难了,8,8,0
69db214b00000000350186e9,69da7e87000000001a03484e,强势|观众,强势,观众,哪里，波士顿才是机器人圈最严厉的神！生产的产品数量还没卖身次数多[笑哭R],-1,-1,-1
69db220d00000000350104aa,69da7e87000000001a03484e,强势|观众,强势,观众,你的摄影技术才是遥遥领先,-1,-1,-1
69db1e88000000001601434c,69da7e87000000001a03484e,强势|观众,强势,观众,你指望他们理解这些？,12,12,1
69db2315000000000c03395c,69da7e87000000001a03484e,强势|观众,强势,观众,像极了扫兴的家长[doge],40,40,1
69daf4b00000000002029b28,69da7e87000000001a03484e,强势|观众,强势,观众,正常，去年机器人跑得慢的时候，冷嘲热讽的人更多，毕竟火车刚发明出来的时候，大家也都觉得它没用,36,36,0
69daf7ce0000000035019085,69da7e87000000001a03484e,强势|观众,强势,观众,就像是古代人第一次看到汽車在路上跑那樣想唄[大笑R][大笑R][大笑R][大笑R],36,36,0
69daf941000000003502c685,69da7e87000000001a03484e,强势|观众,强势,观众,不用怀疑,12,12,1
69dafb9f00000000160152e3,69da7e87000000001a03484e,强势|观众,强势,观众,骗钱融资的 再过几年你看看,22,22,1
69db16b5000000000100444b,69da7e87000000001a03484e,强势|观众,强势,观众,可能是我没说清楚，我指的是一个人走夜路的时候像恐怖故事一样在你背后朝你冲过来你跑还跑不过它,-1,-1,-1
69db2abf0000000035013874,69da7e87000000001a03484e,强势|观众,强势,观众,"頂多少見多怪罷了，有啥好怕的。 
可能我80後接受新事物特別快",-1,-1,-1
69daf5e6000000001400906c,69da7e87000000001a03484e,强势|观众,强势,观众,现在又有人跳出来质疑：机器人跑得快的意义[汗颜R][汗颜R],3,3,0
69daf750000000000d037bc8,69da7e87000000001a03484e,强势|观众,强势,观众,你走夜路的时候发现这玩意套了层皮以这个速度朝你冲过来的时候会咋想,-1,-1,-1
69daf79b0000000015003ff6,69da7e87000000001a03484e,强势|观众,强势,观众,智能手机出现的时候说没有字幕按键算什么手机的人,-1,-1,-1
69daf80a0000000035010230,69da7e87000000001a03484e,强势|观众,强势,观众,就是脑瓜子跟不上时代的变化，很多人觉得中国发展速度太快一样，一些国外的游子也感觉中国发展太快，要反思啊,7,7,1
69daf86b000000001400bf5a,69da7e87000000001a03484e,强势|观众,强势,观众,唱反调的一律按初中学历看待,-1,-1,-1
69daf881000000001500a5c9,69da7e87000000001a03484e,强势|观众,强势,观众,单论在路上跑，这个东西和自动驾驶的电车有啥区别，用的是一样的算法和框架，你如果想说危险性，当前马路上的车危险性更大，自动驾驶都铺开了也没人多反对啊[笑哭R],-1,-1,-1
69daf90f0000000002029489,69da7e87000000001a03484e,强势|观众,强势,观众,敌视你的人，你做什么他都会挑毛病,-1,-1,-1
69db1687000000000103f8ee,69da7e87000000001a03484e,强势|观众,强势,观众,人为设定程序再套个假的人皮按这个速度朝你冲过来你不怕呀[石化R],-1,-1,-1
69dafed90000000002035a3a,69da7e87000000001a03484e,强势|观众,强势,观众,有的是中年人被带节奏，有的是湾湾网军发力。汽车已经发展了一两百年，20年前也还是土土的样子，哪有一蹴而就的,-1,-1,-1
69db1c710000000035030662,69da7e87000000001a03484e,强势|观众,强势,观众,换成波士顿马斯克发这种视频就是人类之光了,-1,-1,-1
69db1d70000000003500b4fa,69da7e87000000001a03484e,强势|观众,强势,观众,还好，没美日的🤖号，这几天机器号经费都在掠月任务话题上,-1,-1,-1
69db1de80000000035033e32,69da7e87000000001a03484e,强势|观众,强势,观众,打仗冲锋,6,6,0
69db1ecd000000001601528f,69da7e87000000001a03484e,强势|观众,强势,观众,现在的技术还没那么成熟吧，会失控，不稳定[笑哭R],1,1,0
69db1d7200000000020290fa,69da7e87000000001a03484e,强势|观众,强势,观众,他们只是恨中国发展这个，如果是美国遥遥领先，就要说美国🐂🍺了,7,7,1
69db1db3000000000d035d0f,69da7e87000000001a03484e,强势|观众,强势,观众,汽车一发展起来就能带着人跑了，机器人能干嘛？[黄金薯R],-1,-1,-1
69db1e4900000000160174d9,69da7e87000000001a03484e,强势|观众,强势,观众,什么东西都是不断发展的，人刚出来除了喝奶啥都不会呢，怎么不把它丢了，手机刚出来的时候有这么多功能吗？有视频刷吗？那除了打电话发短信能干嘛，到时候机器人飞速发展了，像手机一样普遍，你最好别买。,-1,-1,-1
69db20fa0000000035033e36,69da7e87000000001a03484e,强势|观众,强势,观众,就和婴儿一样，机器人开发本来就是循环渐进的，婴儿不先学好站，再走路，再跑步，难道想一步登天？,-1,-1,-1
69db21230000000001005cf7,69da7e87000000001a03484e,强势|观众,强势,观众,单纯的认知低而已，问他们什么是具身智能什么是vla就智能阿巴阿巴流口水了，不要高估互联网上的某些人的学历，尤其是这种娱乐平台,11,11,0
69db26400000000035027330,69da7e87000000001a03484e,强势|观众,强势,观众,炒作股价的东西而已，还上价值了[doge]将来把你工作抢了你别哭哦[哇R]哦对你还不一定能找到工作呢,22,22,1
69db09960000000014008617,69da7e87000000001a03484e,强势|观众,强势,观众,跑是整体协调的调整，综合素质的提升,0,0,0
69db0a5000000000350147ff,69da7e87000000001a03484e,强势|观众,强势,观众,专门跑的快的机器人叫汽车,-1,-1,-1
69db0aae0000000035028ece,69da7e87000000001a03484e,强势|观众,强势,观众,啥东西都有个发展过程，现在能跑马拉松了，几年以后就能服务人类了,-1,-1,-1
69db0ab00000000035032152,69da7e87000000001a03484e,强势|观众,强势,观众,有四足机器人，这是人形机器人,-1,-1,-1
69db0b33000000003502e0aa,69da7e87000000001a03484e,强势|观众,强势,观众,它是替人干活的[捂脸R]而所有的工业设备都是适配人类的，机器人人型更方便,4,4,0
69db0bab000000003500ab88,69da7e87000000001a03484e,强势|观众,强势,观众,为未来适配人类的生产资料做准备,-1,-1,-1
69db0bb3000000000c031994,69da7e87000000001a03484e,强势|观众,强势,观众,因为设计师是人类啊，在各种环境只会熟练操作人类的四肢关节[笑哭R],4,4,0
69db0c050000000035018107,69da7e87000000001a03484e,强势|观众,强势,观众,你说的那种机器人我们这边叫汽车智驾,-1,-1,-1
69db0c9c000000000c030d5b,69da7e87000000001a03484e,强势|观众,强势,观众,战场上越野地形。,-1,-1,-1
69db0ca6000000003500ddb0,69da7e87000000001a03484e,强势|观众,强势,观众,现在社会都是适应人类做出来的各种物品，道路，设备器件，如果是为了机器进行改造，成本更大，那还不如直接做成人形。,4,4,0
69db0de60000000035010301,69da7e87000000001a03484e,强势|观众,强势,观众,那么上个高点的台阶，轮子可能就上不去，上战场腿也许更方便,5,5,0
69db0e02000000000d03f01a,69da7e87000000001a03484e,强势|观众,强势,观众,不要被洗脑了[害羞R][害羞R]，这背后是技术能力和算力。就是一个团队的技术水平。所以他们才会拼命去做。,-1,-1,-1
69db0e240000000016015f96,69da7e87000000001a03484e,强势|观众,强势,观众,肢体的调节能力啊,0,0,0
69db0e7e00000000150049d3,69da7e87000000001a03484e,强势|观众,强势,观众,光是这种平衡计算能力，用在哪个领域不炸裂[doge][doge][doge]。你深入想一想,-1,-1,-1
69db0e9c0000000035030b52,69da7e87000000001a03484e,强势|观众,强势,观众,功能扩展性更高,7,7,1
69db0efc000000000d03e7fa,69da7e87000000001a03484e,强势|观众,强势,观众,想法好聪明啊，下次我们应该发展一个有4个轮子的东西，我们就把他的名字起成汽车好不好,-1,-1,-1
69db0fa100000000150083a3,69da7e87000000001a03484e,强势|观众,强势,观众,他们是为完整嵌入人类生活准备的 轮子的是跑的快 但上不了楼梯 而且进不去小空间,5,5,0
69db1056000000000d03fb78,69da7e87000000001a03484e,强势|观众,强势,观众,提供一个平台比赛，促进每一家机器人进步，当日本重启军国主义的时候可以派这些机器人杀入东京赏樱花,-1,-1,-1
69db10910000000015001467,69da7e87000000001a03484e,强势|观众,强势,观众,因为双足机器人技术上最复杂，技术点最多，轮型的早就不是什么壁垒了,-1,-1,-1
69db110e0000000035029cc6,69da7e87000000001a03484e,强势|观众,强势,观众,关键技术也就在人形啊，非人形的技术难度没那么高，人形你的保证他的所有动作细腻程度尽量靠近人，小到一个关节,23,23,0
69db115c00000000350201e9,69da7e87000000001a03484e,强势|观众,强势,观众,数学可以帮你开车,-1,-1,-1
69db1168000000001500b16e,69da7e87000000001a03484e,强势|观众,强势,观众,他能保持自己的平衡 意味着他能抱起人也保持平衡 在救灾 护理 急救方面都有很大的用处,-1,-1,-1
69db11d30000000002034617,69da7e87000000001a03484e,强势|观众,强势,观众,可以这么理解，如果人型的能解决好，其他样式的都能轻松拿捏。,23,23,0
69db129c000000000d03f9e8,69da7e87000000001a03484e,强势|观众,强势,观众,双足机器人应用场景更广泛，比如需要上下楼梯的货物配送，崎岖不平的矿区，爬上爬下的建筑现场，室内保洁，病人照顾等等,-1,-1,-1
69db12d5000000003502a60d,69da7e87000000001a03484e,强势|观众,强势,观众,是这样的哎[笑哭R]。完全可以不用人形跑步,-1,-1,-1
69db13000000000035020ffc,69da7e87000000001a03484e,强势|观众,强势,观众,因为这个世界所有设施都是为人类设计的，所以人形机器人是适用性最强的形态,4,4,0
69db130e000000000d03d3af,69da7e87000000001a03484e,强势|观众,强势,观众,因为是机器人呀，不是人形的叫机器，人形的叫机器人,-1,-1,-1
69db134b000000000d034e98,69da7e87000000001a03484e,强势|观众,强势,观众,重点是这其中所蕴含的各种性能的技术，平衡性协调性等等人能做好之后，那什么都能做好，一个轮子想让他速度达到极限去比拼，全世界无数家公司都能做，但是做成人形的，这其中蕴含的技术不是什么公司都能做的，,-1,-1,-1
69db135a000000001500692d,69da7e87000000001a03484e,强势|观众,强势,观众,这是做专项测试，为将来复杂的动作协同化积累技术，等以后跑步，蹲下，翻跟头这些技术全部成熟了以后就和人一样了。,-1,-1,-1
69db13ae0000000035028aed,69da7e87000000001a03484e,强势|观众,强势,观众,软件和硬件适应度吧。就跟小孩学步一个道理,7,7,1
69db13cc000000003500d87a,69da7e87000000001a03484e,强势|观众,强势,观众,机器人配速员呀,8,8,0
69db14ad000000000100533e,69da7e87000000001a03484e,强势|观众,强势,观众,[微笑R]思之令人发笑。,9,9,1
69db14ae000000000100534b,69da7e87000000001a03484e,强势|观众,强势,观众,还能干嘛，取代人工呗。全都给我下岗[笑哭R],-1,-1,-1
69db14c800000000150009a4,69da7e87000000001a03484e,强势|观众,强势,观众,迈过这道坎，很多事儿突然都能直接机器人做了，不用单独做机器人。比如你说跑步运输可以用轮子，下周要做个机器人陪护老人去医院。人形的可以直接走楼梯，可以坐椅子上排队，可以站起来举着吊瓶。不然要设计一个产品,-1,-1,-1
69db14f70000000002029a79,69da7e87000000001a03484e,强势|观众,强势,观众,就是你想想，他能跑步，会打架，还能用枪瞄准。如果一百万个这样的机器人投放到东京街头。是不是就不会有红灯区了[害羞R],-1,-1,-1
69db150300000000350246dc,69da7e87000000001a03484e,强势|观众,强势,观众,以后结合ai就可以替代大量的牛马了[偷笑R],-1,-1,-1
69db151a0000000014008ab4,69da7e87000000001a03484e,强势|观众,强势,观众,通用型机器人,4,4,0
69db15570000000015008e91,69da7e87000000001a03484e,强势|观众,强势,观众,单看跑步肯定跑不过轮子，但是人类社会适应能力肯定是人形的最强，上楼梯，逛菜场，坐电梯，人类社会的复杂环境，轮子适应不了,5,5,0
69db1594000000003502007e,69da7e87000000001a03484e,强势|观众,强势,观众,人的小脑是天生的 机器人不是 越能学习人的运动算法越能发挥作用,3,3,0
69db15ca000000000c032b5e,69da7e87000000001a03484e,强势|观众,强势,观众,做成人形的目的就是要替代人类干活,23,23,0
69db15cc000000003502a8be,69da7e87000000001a03484e,强势|观众,强势,观众,专门研制进场日本打巷战的,6,6,0
69db166000000000020349b3,69da7e87000000001a03484e,强势|观众,强势,观众,看看终结者,-1,-1,-1
69db169e000000003500847b,69da7e87000000001a03484e,强势|观众,强势,观众,碰到复杂地形再研发另一款机器人是吧[笑哭R],-1,-1,-1
69db16de0000000016015188,69da7e87000000001a03484e,强势|观众,强势,观众,发展到最后就是人能干的他们都能干，人们去的他们都能去。不用为了特殊地区，特殊环境，特殊工作设计特种机器人。,-1,-1,-1
69db16ee000000000d035b42,69da7e87000000001a03484e,强势|观众,强势,观众,有啊，又不是没有。两条路子。这种人形的最终形态就是融入人类社会，不只是生产工具。以后小孩上学，老人看护都靠他了,23,23,0
69db381700000000350300f2,69da7e87000000001a03484e,强势|观众,强势,观众,又不是只有汽车工厂[捂脸R],-1,-1,-1
69db3cc30000000035030532,69da7e87000000001a03484e,强势|观众,强势,观众,尊嘟[笑哭R]纯浪费，能不能搞点有用的,-1,-1,-1
69db09f50000000016017567,69da7e87000000001a03484e,强势|观众,强势,观众,也有非人型的机器人啊，不能都有吗？,4,4,0
69db0a360000000035027227,69da7e87000000001a03484e,强势|观众,强势,观众,你了解人形机器人背后要靠什么技术支撑，就不会这么说了。,4,4,0
69db0c56000000000202b607,69da7e87000000001a03484e,强势|观众,强势,观众,这是一个技术迭代更新的过程，最终可能发展出来上天入地适应各种地形(泥地，沙滩，海洋，城市，钻管道，侧身过墙缝)。一台机器能适应这么多状况吗？也可能有更优解，但是先仿出类人肢体的各种适应性是第一步，说不定以后还可能给残疾人直接套上机器人假肢，或者半截躯体让人能恢复残缺之前的状态呢？,4,4,0
69db0e67000000000103effd,69da7e87000000001a03484e,强势|观众,强势,观众,现在所有需要手动的生产资料都是适配人类体型的，你说为什么要做人形机器人啊，脑容量超过一只鸽子的人都问不出这种话,4,4,0
69db0f5c0000000035008b6e,69da7e87000000001a03484e,强势|观众,强势,观众,轮子早就成熟了，现在不就是往难度更高的方向进行吗[笑哭R],5,5,0
69db12190000000015009632,69da7e87000000001a03484e,强势|观众,强势,观众,有没有可能想什么样的都有，你就盯着人行的看,-1,-1,-1
69db126d00000000350235f9,69da7e87000000001a03484e,强势|观众,强势,观众,你真聪明，别人都是撒哈比[doge],-1,-1,-1
69db12860000000035032887,69da7e87000000001a03484e,强势|观众,强势,观众,工厂的机器难道不是机械臂吗[笑哭R]你有见过机器人在那里装汽车吗,-1,-1,-1
69db12d9000000001500bf22,69da7e87000000001a03484e,强势|观众,强势,观众,[汗颜R]6  你多读点书吧,12,12,1
69db1300000000003502d620,69da7e87000000001a03484e,强势|观众,强势,观众,把你猜人为啥进化成两条腿，而不是四条腿或者轮子呢[笑哭R],-1,-1,-1
69db139f0000000002028cd2,69da7e87000000001a03484e,强势|观众,强势,观众,懂不懂热评第一条说的，技术验证[笑哭R]有这个技术，用在其他哪个地方不是绝杀？,-1,-1,-1
69db13cb000000000103e130,69da7e87000000001a03484e,强势|观众,强势,观众,人的四肢是进化上的奇迹，你想想你的四肢几乎啥都能做啊。,-1,-1,-1
69db14230000000035009ae6,69da7e87000000001a03484e,强势|观众,强势,观众,那坑坑洼洼的地方轮子怎么过，上战场是不是先俢条马路给你们开战呢。两条腿的含义是可以适应各种地形，轮形有条条框框,5,5,0
69db146d0000000002035505,69da7e87000000001a03484e,强势|观众,强势,观众,你的意思是自行车比人还要灵活？,-1,-1,-1
69db15190000000002037c89,69da7e87000000001a03484e,强势|观众,强势,观众,波士顿的机器人底下你又不说了？,-1,-1,-1
69db1629000000000d036dd0,69da7e87000000001a03484e,强势|观众,强势,观众,日本Ip啊？ 有电脑还用软盘和传真机？[doge],-1,-1,-1
69db16300000000035017306,69da7e87000000001a03484e,强势|观众,强势,观众,这玩意扛个仿真BB枪，往日本街头跑一跑。你觉得会造成多大混乱。[抠鼻R],6,6,0
69db16420000000014008dca,69da7e87000000001a03484e,强势|观众,强势,观众,当年Alphago镇压围棋棋坛的时候也有人说 这深度学习Ai什么的干嘛用来下棋，干点其他的不好吗？干嘛跟人类抢下棋。   现在你看看AI都是什么发展态势呢？[暗中观察R],11,11,0
69dbb1bb000000003501d9ce,69da7e87000000001a03484e,强势|观众,强势,观众,正常工厂哪来的机器人不都是车床什么的,4,4,0
69dafc11000000000d03c410,69da7e87000000001a03484e,强势|观众,强势,观众,什么是昨年啊！大神！中国人这么说话的吗[哭惹R]我勒个去,-1,-1,-1
69dafc4d00000000150046b3,69da7e87000000001a03484e,强势|观众,强势,观众,哦，哈哈，我们这边说昨年比较多，去年比较少,-1,-1,-1
69dafc93000000000d03de1e,69da7e87000000001a03484e,强势|观众,强势,观众,[抠鼻R]我不管不管不管！你就得说去年！不许说昨年！！！,-1,-1,-1
69dafd05000000001500b0b6,69da7e87000000001a03484e,强势|观众,强势,观众,哈哈，我们这说的是昨前年，你们那该怎么说,-1,-1,-1
69dafd84000000000d03c9fc,69da7e87000000001a03484e,强势|观众,强势,观众,就是不记得是昨年还是前年的事了，就统称昨前年[大笑R],-1,-1,-1
69dafdb80000000035020fb6,69da7e87000000001a03484e,强势|观众,强势,观众,难道不是昨年、去天么[doge],-1,-1,-1
69dafdfa0000000015009bea,69da7e87000000001a03484e,强势|观众,强势,观众,啊哦……今年去年前年，2026 2025 2024,-1,-1,-1
69dafef6000000000100765a,69da7e87000000001a03484e,强势|观众,强势,观众,是呢 去年跑几步还摔跟头今年速度飞起,0,0,0
69daff2a0000000015004ed2,69da7e87000000001a03484e,强势|观众,强势,观众,也可以上年上上年[偷笑R],-1,-1,-1
