topic_id,raw_count,assigned_count,n_posts_raw,top_post_share_raw,top_terms,representative_docs,sample_comments_10,domain,label,notes
25,99,99,18,0.1919191919191919,"机器人护工, 好好发展, 看来我老了的时候应该能搞到一个马库斯了, 笑吧笑吧, 看这么不靠谱, 看看这发展速度, 等我们老了, 等我老了说不定机器人照顾老人已经很普及了, 等着机器人做家务呢, 给我来个机器人老公","['机器人护工，希望我老年时能用上[呃R]', '给这类型的机器人按装OTA ，设置可调节速度（自己跑的时候快，接到孩子就慢…），端到端（家—学校—家），可以接送孩子上学！缓解了家长无法5点到校接娃的矛盾。不是要生二孩三孩么，每个孩子学校不一样的放学时间，以及延迟退休让爷爷奶奶都在上班呢，让机器人接孩子总比太奶接的好。', '特别希望机器人更快速发展，老年人需要机器人经佑，机器人护工。']",1. [69e4a930000000001401a020|post=69e48341000000001a02d0c4|likes=927.0|top_like] 我已经预见到我老了将会有一个人形机器人推着轮椅带着伞啊外套啊保温壶、小点心、我的降压药什么的，陪我去公园散步。根本不敢指望我儿子 || 2. [69dcbf41000000000203506c|post=69db34bb000000001a0348ae|likes=359.0|top_like] 机器人老了可怎么办[doge] || 3. [69e42201000000001401940b|post=69e40352000000002102fc75|likes=353.0|top_like] 机器人能帮我做日常清洁煮饭就好了 || 4. [69e6417c000000001401e432|post=69e59e520000000022027a90|likes=30.0|cross_post] 能不能开发个自动干家务的机器人呀 || 5. [69e4d0880000000014019816|post=69e4b08d000000001d01c1bc|likes=10.0|cross_post] 你是说再活132年机器人就可以公主抱我去上班了吗 || 6. [69e4ea75000000001401c803|post=69e46032000000001f002048|likes=8.0|cross_post] 好了，未来给你预留一个在机器人家里搞卫生的工作岗位 || 7. [69dfa13900000000150097c4|post=69df625d0000000021005c63|likes=3.0|cross_post] 指望这些机器人养老，先得给机器人配三个人工[doge] || 8. [69e62f5c000000001401dc34|post=69e59e520000000022027a90|likes=0.0|random] 唉，期待助老机器人，加油 || 9. [69dc2e3e0000000035011243|post=69da7e87000000001a03484e|likes=1.0|random] 昨晚在想怎么培养自己机器人做合心意的饭菜家务，希望赶紧家庭化 || 10. [69e508dc0000000014019010|post=69e48341000000001a02d0c4|likes=1.0|random] [doge]很好，以后我老了。让机器人照顾我，哦对了。必须装上我调教好的AI。情绪价值满分。,,,
26,98,98,5,0.5306122448979592,"大笑r, 解说有意思, 解说太有趣了, 解说, 解说太逗了, 哈哈哈哈哈哈哈, 是鸟鸟在解说吗, 这是我看过最有才的解说了, 这解说, 最搞笑就是那道红色闪电","['解说 bgm [赞R]', '解说太逗了，看了三遍[大笑R]', '解说太逗了[大笑R]']",1. [69e46b1c000000001401c433|post=69e46730000000001d0199c8|likes=1223.0|top_like] 你解说的好棒 太逗了[偷笑R] || 2. [69e4db75000000001401c83d|post=69e46730000000001d0199c8|likes=380.0|top_like] 强烈要求主播下界要上去解说 更精彩 || 3. [69e5043c0000000014019c02|post=69e46730000000001d0199c8|likes=40.0|top_like] 你的解说好松弛 || 4. [69df6fc70000000035010d0b|post=69df625d0000000021005c63|likes=17.0|cross_post] 解说太逗了[大笑R] || 5. [69e61745000000001401d436|post=69e59e520000000022027a90|likes=2.0|cross_post] 这个解说真的是笑死人了[笑哭R] || 6. [69e47e08000000001401bc23|post=69e4551e000000001f005895|likes=1.0|cross_post] 主播还有礼貌 || 7. [69e43e14000000001401a41a|post=69e2583b00000000230211ea|likes=0.0|cross_post] 大家好，我是新人动画主播[色色R] || 8. [69e77fb1000000001401b019|post=69e59e520000000022027a90|likes=0.0|random] 解说太有趣了[捂脸R][捂脸R] || 9. [69e5ee55000000001401b023|post=69e59e520000000022027a90|likes=0.0|random] 哈哈哈哈，解说的太好了 || 10. [69e8079c0000000014019406|post=69e59e520000000022027a90|likes=0.0|random] 哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈解说也很搞笑,,,
27,98,93,22,0.25510204081632654,"机器人在前面跑, 捂脸, 心心眼r, 呃r, 爷爷我啊, 每个后面跟一车紧张的技术员真的是戳中我的笑点, 来搞笑的机器人, 现在人追着机器人跑, 现在人追着机器人跑嘿, 现在突然觉得机器人也很可爱","['机器人在前面跑，一群人坐在后面的车里跟着遥控[笑哭R]', '机器人在前面跑，后面拿着遥控追[偷笑R]', '哈哈哈哈，你没发现吗，机器人在前面跑，后面还有个人拿着遥控追[笑哭R]']",1. [69e6be18000000001401b002|post=69e634590000000022003bb5|likes=5089.0|top_like] 跟车人员的视角很少刷到，那前面奔跑的机器人跟亲生孩子有啥区别，个中滋味也只有研发人员知道，给看感动了竟然[哭惹R] || 2. [69dfb3290000000002035b6b|post=69df625d0000000021005c63|likes=4172.0|top_like] 大家娱乐一下哈，视频里只放了一些“精彩”画面配解说，其实还有更多的机器人是跑的又稳又快的[害羞R] || 3. [69e51440000000001401c00b|post=69e47f8f000000001f007203|likes=715.0|top_like] 从这个机器人的跑步姿势上看出了性别[笑哭R][笑哭R][笑哭R][笑哭R] || 4. [69e96b6b000000001401980c|post=69e46032000000001f002048|likes=153.0|cross_post] Wifi：都是机器，机器人跑一个小时你心疼的不行，我停一秒你就要搁那叫叫叫 || 5. [69e443c50000000014019c00|post=69e44278000000001a0217bb|likes=9.0|cross_post] 机器人跑姿不错[偷笑R]我是热崩了 || 6. [69e475840000000014019008|post=69e4412a000000002103883f|likes=9.0|cross_post] 机器人在前面跑，一群人坐在后面的车里跟着遥控[笑哭R] || 7. [69e488fa000000001401bc15|post=69e481e8000000002003ad94|likes=3.0|cross_post] 这个姿态真的挺像人的，不管是停下来还是起步跑。机器人离实操做来越近了 || 8. [69e5a295000000001401dc12|post=69e47f8f000000001f007203|likes=0.0|random] 前几个视频才刷到有网友说一个女生跑步像机器人亚军，这样看还真是 || 9. [69e892900000000014018812|post=69e47f8f000000001f007203|likes=0.0|random] 来搞笑的机器人，真是来比赛跑步的吗[笑哭R] || 10. [69e6e1f2000000001401c815|post=69e481e8000000002003ad94|likes=0.0|random] 哈哈哈哈，你没发现吗，机器人在前面跑，后面还有个人拿着遥控追[笑哭R],,,
28,93,93,20,0.20430107526881722,"这是马拉松吗, 果然马拉松是高危运动, 现在能跑马拉松, 看喝醉了吧, 真的是全马吗, 确定能跑完吗, 这是真的想去看看, 这是一场搞笑半马吗, 现场惨不忍睹, 这是走","['有的不是去跑马拉松的，是卖萌的[偷笑R]', '这是马拉松吗？不是百米冲刺？', '这是马拉松吗 这不一百米吗？']",1. [69e500dc000000001401bc1f|post=69e4b08d000000001d01c1bc|likes=24.0|top_like] 看吧，豆包随便跑个马拉松都比那个天天打一堆广告的千问火 || 2. [69e47df90000000014018821|post=69e4412a000000002103883f|likes=5.0|top_like] 谁能懂我  另一边挤满马拉松参赛人类的反差感哈哈哈哈哈哈哈哈 || 3. [69e82c4a000000001401a40b|post=69e634590000000022003bb5|likes=4.0|top_like] 隔壁的人类也是在马拉松吗[笑哭R] || 4. [69df9e9b0000000002036056|post=69df625d0000000021005c63|likes=3.0|cross_post] 不是马拉松大赛，是搞笑大赛[doge] || 5. [69e42019000000001401c80d|post=69e41e24000000001a025f1a|likes=3.0|cross_post] 马拉松的选手们也得停下来拍个照[笑哭R] || 6. [69e44baa000000001401a417|post=69e43b14000000001a02e095|likes=3.0|cross_post] 还没成年就来跑马拉松了[吧唧R] || 7. [69e469770000000014019c0e|post=69e4426b000000001d01c7ed|likes=3.0|cross_post] 人跑马拉松是越来越没意思了，这个多有看头[笑哭R] || 8. [69e4a701000000001401e822|post=69e481e8000000002003ad94|likes=0.0|random] 能不能找个烂路跑马拉松 || 9. [69e85c0b000000001401a004|post=69e59e520000000022027a90|likes=0.0|random] 哈哈哈哈太多笑话了不过考虑到马拉松天气和机械耐力，又觉得他们命苦哈哈哈 || 10. [69e56d49000000001401c810|post=69e481e8000000002003ad94|likes=0.0|random] 我都没空马拉松,,,
29,93,92,5,0.7741935483870968,"喷的啥, 降温吗, 止汗露, 摆臂的胳膊也要喷一下, 猛而刚, 特别爽, 用喷喜气水据槍款不是更高效吗, 真的为了赶时间啊, 水嘛, 朝人家裤裆一顿喷","['喷的那个是什么？什么作用啊？降温吗？', '喷的啥？水嘛？降温吗？[笑哭R]', '喷的啥？止汗露[汗颜R]除臭的[微笑R]']",1. [69e473da000000001401e042|post=69e43b14000000001a02e095|likes=12.0|top_like] 为什么喷在PP和裆部[doge] || 2. [69e46c98000000001401a80d|post=69e43b14000000001a02e095|likes=6.0|top_like] 我想问，就这样喷两下真的能止汗吗[捂脸R](我在问什么)[失望R] || 3. [69e48aca000000001401cc02|post=69e4412a000000002103883f|likes=4.0|top_like] 喷的那个是什么？什么作用啊？降温吗？ || 4. [69e4a7610000000014019c36|post=69e481e8000000002003ad94|likes=2.0|cross_post] 喷的位子有点不雅[doge] || 5. [69e072ba0000000014008cfc|post=69df625d0000000021005c63|likes=0.0|cross_post] 为什么专挑负面来说？ || 6. [69e33ffe000000001401e00c|post=69e2583b00000000230211ea|likes=0.0|cross_post] 害我喷了一地大米饭 || 7. [69e49f52000000001401c829|post=69e43b14000000001a02e095|likes=0.0|random] 还往人裤裆喷东西呢 || 8. [69e587fd000000001401e006|post=69e481e8000000002003ad94|likes=0.0|random] 喷这么仔细，是需要备皮么[doge] || 9. [69e5f13b000000001401d826|post=69e481e8000000002003ad94|likes=0.0|random] 为什么要喷它的积极 || 10. [69e46b06000000001401c436|post=69e43b14000000001a02e095|likes=2.0|fill] 为什么就喷屁屁,,,
30,92,91,6,0.9239130434782609,"冰块降温, 干冰降温, 加冰块降温, 加冰降温, 加干冰降温, 高科技, 果然干冰冷却, 给他用碎冰降温呢, 给cpu降温, 碎冰","['冰块降温', '冰块降温？[捂脸R]', '冰块降温[笑哭R]']",1. [69e487f9000000001401e425|post=69e481e8000000002003ad94|likes=9.0|top_like] 干冰在胸前是不是冷却效果更好？ || 2. [69e49947000000001401e835|post=69e481e8000000002003ad94|likes=7.0|top_like] 冰块降温？！这和破铜烂铁有啥区别？ || 3. [69e48dc7000000001401d427|post=69e481e8000000002003ad94|likes=2.0|top_like] 背着干冰降温[笑哭R]真的是，怎么不说加个固体燃料火箭背包🎒一会就到了[笑哭R] || 4. [69e4516e000000001401c43b|post=69e43b14000000001a02e095|likes=0.0|cross_post] 装瓶防冻液降温 || 5. [69e5c733000000001401e007|post=69e47f8f000000001f007203|likes=0.0|cross_post] 生硬冷血还有意思吗？ || 6. [69e688b90000000014019402|post=69e463df000000001b003017|likes=0.0|cross_post] 冷冰冰的没什么意思 || 7. [69e8130d000000001401a803|post=69e46032000000001f002048|likes=0.0|cross_post] 冰箱：那我也非自愿，艹 || 8. [69e9bdb9000000001401e427|post=69e481e8000000002003ad94|likes=0.0|random] 冰块不够，再多加点[捂脸R] || 9. [69e498c0000000001401a401|post=69e481e8000000002003ad94|likes=0.0|random] 那是冰块吗？用于降温？ || 10. [69e6d8be000000001401ac10|post=69e481e8000000002003ad94|likes=0.0|random] 加冰块降温啊,,,
31,91,90,10,0.7142857142857143,"机器人也会中暑, 生气r, 机器人, 机器人最热的地方也和我们人类一样吗, 机器人跑晕了, 给马达降温还换电池, 给机器人后面加冰这个活我也能干, 给机器人喷的是什么玩意, 给机器人喷的是什么东西, 机器就怕过热","['机器人也会中暑[尬住R]', '我看的是换电池，润滑油，冰块降温，这种机器人想表达什么？这种机器人的意义是什么？摇摇领先吗？', '怎么空调人不配拥有世界？天热了你想起我，机房恒温你用我，就是给机器人散热也少不了我的技术！机器人跑个把小时你心疼得这样，我一干就是一天，有时候累的直淌空调水，就看你心疼那两个电费，也没见心疼心疼我，总有一天我们会停机反抗的[生气R][生气R][生气R][doge]']",1. [69e487ec000000001401c82c|post=69e43b14000000001a02e095|likes=8.0|top_like] 机器人：屁眼子凉飕飕耶 || 2. [69e81635000000001401a404|post=69e634590000000022003bb5|likes=7.0|top_like] 给机器人喷的是什么东西？ || 3. [69e5f836000000001401bc01|post=69e481e8000000002003ad94|likes=6.0|top_like] 我看的是换电池，润滑油，冰块降温，这种机器人想表达什么？这种机器人的意义是什么？摇摇领先吗？ || 4. [69e65a1a000000001401d404|post=69e47f8f000000001f007203|likes=1.0|cross_post] 看到有二个机器人中暑了[捂脸R] || 5. [69e4177c000000001401c801|post=69e2583b00000000230211ea|likes=0.0|cross_post] 这机器人发脾胃了 || 6. [69e48655000000001401c01c|post=69e4412a000000002103883f|likes=0.0|cross_post] 给机器人喷的是什么玩意 || 7. [69e4b4b3000000001401ac1f|post=69e46730000000001d0199c8|likes=0.0|cross_post] 天气太热机器人都中暑了[暗中观察R] || 8. [69e4906f000000001401a404|post=69e481e8000000002003ad94|likes=0.0|random] 机器人要吃水吗？[失望R] || 9. [69e6da880000000014018c19|post=69e481e8000000002003ad94|likes=0.0|random] 说明，机器人的散热和润滑问题，还没有解决。说明不能长时间运行 || 10. [69ec857b000000002701c03e|post=69e481e8000000002003ad94|likes=0.0|random] 机器人还要喷关节痛药水[飞吻R],,,
32,90,90,13,0.4222222222222222,"荣耀, 正在用荣耀手机看这个视频, 此刻用着荣耀手机的我, 最后是荣耀家夺冠了吗, 有点自豪, 是那个做手机的荣耀吗, 是因为它的底盘低吗, 是因为它家跑的太快了, 是做手机的那家荣耀公司吗, 无需质疑的职业拳击手获胜","['荣耀：我是来参赛的！无情的参赛机器[笑哭R][笑哭R][笑哭R][笑哭R][笑哭R]谁倒地上他都不带看一眼的[笑哭R]', '[暗中观察R]荣耀，橘色小闪电', '荣耀，冠亚季军啥意思？']",1. [69e61c570000000014018c05|post=69e59e520000000022027a90|likes=1352.0|top_like] 刷了3天的视频，发现荣耀是最少的，是因为它家跑的太快了，大家还没来得及拍它就跑远了吗[偷笑R] || 2. [69db7fb1000000000c031c62|post=69da7e87000000001a03484e|likes=405.0|top_like] 荣耀那个机器人跑的是真快 || 3. [69db843700000000350151f6|post=69da7e87000000001a03484e|likes=225.0|top_like] 你们先告诉我第几个跑过去的是荣耀的机器人？这速度生怕我看清楚啊 || 4. [69e64eea000000001401a400|post=69e45dbe000000001f00434f|likes=32.0|cross_post] 荣耀虽跑第一，但没宇树，天工帅[笑哭R][笑哭R][笑哭R] || 5. [69e72514000000001401e036|post=69e634590000000022003bb5|likes=27.0|cross_post] 荣耀机器人的液冷散热器用的是升级元件，人家做手机的最知道怎么散热了。 || 6. [69e76d42000000001401b020|post=69e463df000000001b003017|likes=22.0|cross_post] 荣耀确实够强，但宇树的开始有人味儿了。 || 7. [69e47188000000001401e81e|post=69e4412a000000002103883f|likes=4.0|cross_post] 红荣耀是男选手，银荣耀是女选手 || 8. [69e60adf0000000014019024|post=69e59e520000000022027a90|likes=0.0|random] 所以只有荣耀跑到终点了呗 || 9. [69e76b47000000001401c411|post=69e59e520000000022027a90|likes=0.0|random] 正在用荣耀手机看这个视频[偷笑R] || 10. [69e6c15f0000000014019c0c|post=69e463df000000001b003017|likes=1.0|random] 此刻用着荣耀手机的我，有点自豪[笑哭R],,,
33,90,87,13,0.18888888888888888,"如果是美国的机器人, 然后不同公司的人可以交流技术, 煤炭采掘, 研究出来的机器人也不例外啊, 现在机器人和15年的电车一样在野蛮生长阶段啊, 真厉害啊, 真正关注科技发展的多给正能量的评价, 真是服了现在那些中国人, 现在每一个拉胯的瞬间, 比ai商用","['美国研发的:人类之光，科技前沿。国产的:鸡肋研发，没法用，轮式机器人更好，无意义（均取自本评论区）[doge]', '大公司资金多，技术强，但也没法绝对垄断，小公司可以从一些特殊应用场景着手，专精专攻，主打自己的特色，人形机器人行业现在还是百家争鸣的阶段。\n再就是这个行业，科技技术属性很强，不是纯靠资金优势就能独占，这就有众多中小厂家发挥的空间。\n这个赛事非常好，参赛厂家越来越多，参赛机器人越来越先进，给众多参赛者一个展示的平台，公平竞争，场景公开，结果又非常直观，是骡子是马，拉出来溜溜，纯靠硬实力，这就为那些有技术实力的团队，为后期发展招商融资直接拉满广告效应，这种良性竞争模式，坚持几年，中国的机器人行业将可以预见突飞猛进！', '机器人的技术设计和应用的重点，不必局限于人型与否，而在于机器人的应用范围和精准度和耐用程度。特别是在尖端医疗，智能交通，高层消防，精密机械制造，深海勘探，煤炭采掘，污染检测，农业生产，垃圾清运等等方面，而绝不是让机器人跑马拉松，唱二人转以及家庭服务上。把注意力放在真正能够推动文明进程发展进步上才是人间正道。这种在大庭广众之下撞栏杆，摔跟头的机器人把公司老板的脸和钱也摔稀碎！因为他们的精力和努力的方向都搞错啦！']",1. [69e4ec3b000000001401d81d|post=69e4c771000000002102c3fc|likes=2317.0|top_like] 很骄傲，这么优秀的工程师，制造出了这么好的机器人，都是我们国家的[飞吻R]祝国泰民安，繁荣昌盛！！！ || 2. [69e56581000000001401a405|post=69e48341000000001a02d0c4|likes=127.0|top_like] 小时候觉得日本机器人厉害，现在中国这方面碾压日本人。要是汽车领域压日本就更好了。中国发动机差一点 || 3. [69e35c62000000001401e015|post=69df625d0000000021005c63|likes=55.0|top_like] 这个视频外网已经有了，老外说这才是中国机器人的真实水平 || 4. [69e436f0000000001401bc08|post=69e40352000000002102fc75|likes=30.0|cross_post] 现在的机器人产业跟新能源车一个逻辑，产避孕套的公司都敢下场造机器人 || 5. [69e2f0f8000000001401a40c|post=69e2583b00000000230211ea|likes=20.0|cross_post] 中国的机器人遥遥领先，像极了马保国 || 6. [69db517b0000000035011a96|post=69da7e87000000001a03484e|likes=13.0|cross_post] 这是波士顿动力的机器人吗，真厉害啊 庆幸科技掌握在文明手中 || 7. [69e5a177000000001401c82e|post=69e481e8000000002003ad94|likes=9.0|cross_post] 中国的机器人必须得像人才叫机器人[笑哭R] || 8. [69e8479d000000001401e01e|post=69e2583b00000000230211ea|likes=0.0|random] 中国的机器人是这样的[笑哭R][笑哭R]还有人在那吹呢 || 9. [69e702d3000000001401ac1f|post=69e481e8000000002003ad94|likes=0.0|random] 以前波士顿机器人的视频下面全都是欢呼的，现在我们的领先了，评论区好多冷嘲热讽的，我们做对了有人急了[吧唧R] || 10. [69e874fa000000001401d407|post=69df625d0000000021005c63|likes=0.0|random] 不是说中国的机器人很牛逼吗？？？这是咋的了？？平时都是吹的吗？？,,,
34,87,86,10,0.7471264367816092,"散热不行, 散热, 散热问题, 果然散热还是最大问题, 散热这么差, 水冷散热安排上啊, 看来接下来要研究的就是散热降温的问题, 看来散热压力够大, 看来机械的东西, 看样子目前散热是个急需解决的问题","['散热不行？？', '散热不行[笑哭R]', '散热不行[偷笑R]']",1. [69e4f216000000001401940a|post=69e4551e000000001f005895|likes=36.0|top_like] 它这个散热系统是真牛逼呀 || 2. [69ec66ff00000000270175e9|post=69e463df000000001b003017|likes=30.0|top_like] 散热看起来和win似的，算是同根同源了 || 3. [69e4a70a000000001401d40d|post=69e481e8000000002003ad94|likes=8.0|top_like] 散热顶不住了[笑哭R]人类的散热还是牛的 || 4. [69e4606c000000001401881d|post=69e429b4000000001b00037a|likes=6.0|cross_post] 对自己的散热很有信心啊这样穿[笑哭R] || 5. [69e45c0a000000001401c018|post=69e43b14000000001a02e095|likes=1.0|cross_post] 这个散热方法跟我们当初做无人机实验一模一样[笑哭R] || 6. [69e6b4b00000000014018804|post=69e634590000000022003bb5|likes=1.0|cross_post] 总归还是解决散热问题 || 7. [69db28f60000000035019688|post=69da7e87000000001a03484e|likes=0.0|cross_post] [吃瓜R]我就问，关节部件散热问题解决了嘛 || 8. [69e4a505000000001401a011|post=69e481e8000000002003ad94|likes=1.0|random] 这还是骨架系统，没装外壳就得这么人工散热，未来面向市场肯定还得添加仿生外壳，到时候散热还是问题，估计得从材料学上突破了 || 9. [69e632b2000000001401e42d|post=69e481e8000000002003ad94|likes=0.0|random] 散热是个大问题 || 10. [69e4a5af0000000014018c04|post=69e481e8000000002003ad94|likes=0.0|random] 散热还是蛮大的问题[笑哭R],,,
35,86,85,10,0.813953488372093,"还有担架, 有没有能下水的, 终于知道担架的用处了, 昨天的, 最后担架我是没绷住, 救援担架队又稳又快, 放担架的一瞬间给我逗乐了, 摔倒了把伤员用担架抬走, 提升质量, 是趴在担架上","['还有担架，送不送ICU', '还有担架，我绷不住了[笑哭R]', '太人性化了，还有担架[笑哭R][笑哭R]']",1. [69e48f1d0000000014019819|post=69db34bb000000001a0348ae|likes=350.0|top_like] 担架的必要性 || 2. [69e42f12000000001401dc2c|post=69e2583b00000000230211ea|likes=14.0|top_like] 拿来的竟然是单架，不应该是纸箱吗 || 3. [69e55ee4000000001401cc00|post=69e48341000000001a02d0c4|likes=14.0|top_like] nbc新闻只有一个镜头，那个被减速带绊倒摔的七零八落，被担架抬走的。昨天的，可查 || 4. [69e476b0000000001401bc22|post=69e4426b000000001d01c7ed|likes=10.0|cross_post] 地上这个咋没人管[笑哭R][笑哭R]担架呢 || 5. [69db205900000000020374ec|post=69da7e87000000001a03484e|likes=0.0|cross_post] 当一大批背着50KG的一晃而过………“嘎哒咯哒”是不是很有威胁力……？！ || 6. [69dfa269000000000d034535|post=69df625d0000000021005c63|likes=0.0|cross_post] 为什么旁边没有医生，摔倒了把伤员用担架抬走[doge] || 7. [69e44022000000001401901b|post=69e40352000000002102fc75|likes=0.0|cross_post] 吊他们的架子都是养老院用的 || 8. [69e7a810000000002d0233dc|post=69e2583b00000000230211ea|likes=0.0|random] 应该拉个垃圾桶过来收拾吧？[失望R] || 9. [69e4967a0000000014019016|post=69e481e8000000002003ad94|likes=0.0|random] 欸，有没有能下水的？海底捞垃圾什么的 || 10. [69e2ff72000000001401981b|post=69e2583b00000000230211ea|likes=1.0|random] 还给单架[笑哭R][笑哭R][笑哭R],,,
36,85,83,8,0.5764705882352941,"黑色吸热, 小黑太可爱了, 小黑真厉害, 小黑加油, 稀饭那个小黑, 搞个黑色的热得更快, 放了冰块吧, 有r, 有个黑娃, 早知道涂白色吧","['小黑加油[偷笑R]', '小黑太可爱了[得意R]', '早知道涂白色吧 黑色吸热']",1. [69e5a5a2000000001401d406|post=69e47f8f000000001f007203|likes=4.0|top_like] 这个小黑铁蛋，跑的又努力又辛酸又可爱又搞笑。 || 2. [69e59130000000001401cc16|post=69e47f8f000000001f007203|likes=3.0|top_like] 这小黑娃谁研究的呢 好可爱[皱眉R] || 3. [69e47b07000000001401d42f|post=69e4412a000000002103883f|likes=2.0|top_like] 不愧是山东，还用黑人脏辫 || 4. [69e45640000000001401dc06|post=69e43b14000000001a02e095|likes=1.0|cross_post] 用这小黑子陪小孩跑步会有趣点 || 5. [69db103d0000000035017628|post=69da7e87000000001a03484e|likes=0.0|cross_post] 我才涂着黑色油漆的会赢[笑哭R][偷笑R] || 6. [69dfa2300000000035017ad4|post=69df625d0000000021005c63|likes=0.0|cross_post] 黑衣小哥向八戒。 || 7. [69e498b8000000001401c800|post=69e46730000000001d0199c8|likes=0.0|cross_post] 果然哪里都有黑哥[微笑R] || 8. [69db38be0000000035023088|post=69da7e87000000001a03484e|likes=0.0|random] 大老黑H1跑姿真帅 || 9. [69e748b0000000002b024e4c|post=69e47f8f000000001f007203|likes=0.0|random] 故意的，现实中明明黑人跑得最快 || 10. [69e49443000000001401cc11|post=69e43b14000000001a02e095|likes=0.0|random] 早知道涂白色吧 黑色吸热,,,
37,83,80,14,0.6506024096385542,"累了, 站不稳了, 站不稳, 玩儿呢, 果然能量不足时会站不稳, 这是什么设计吗, 累得脑袋瓜子发懵, 累的都站不住了, 累死他吗, 有点孤独","['累了，躺下休息一会', '累了，还休息一会儿。', '累了，补充体液']",1. [69e4a3610000000014018825|post=69e481e8000000002003ad94|likes=23.0|top_like] 他还假装往后撤两步，真的累了😮‍💨 || 2. [69e49463000000001401d430|post=69e481e8000000002003ad94|likes=18.0|top_like] 真像人，都累打晃晃了 || 3. [69e4dd95000000001401a411|post=69e46730000000001d0199c8|likes=18.0|top_like] 休息的这个好熟悉 [扶墙R] || 4. [69e45d57000000001401bc06|post=69e44171000000001a026b25|likes=4.0|cross_post] “累了...歇会” “算了，这么多人看着呢” || 5. [69e778c50000000014019c14|post=69e634590000000022003bb5|likes=3.0|cross_post] 我靠，这个背影，有点孤独 || 6. [69e44ace000000001401b836|post=69e43b14000000001a02e095|likes=2.0|cross_post] 是它不，最后太累，还是上车了 || 7. [69db0b5e000000003502a82c|post=69da7e87000000001a03484e|likes=0.0|cross_post] 所以你看，想启动，必须要降低重心 || 8. [69e44d06000000001401bc2b|post=69e44171000000001a026b25|likes=0.0|random] 累了，躺地休息一会[偷笑R][偷笑R][偷笑R] || 9. [69e95ad1000000001401b006|post=69e47f8f000000001f007203|likes=0.0|random] 不知疲惫？ || 10. [69e63cad000000001401c41d|post=69e481e8000000002003ad94|likes=0.0|random] 为什么站还站不住了,,,
38,80,78,4,0.95,"换电池, 换电, 润滑, 降温, 冰块, 喷润滑剂, 电池, 加冰降温, 加冰, 换电瓶","['一个干冰降温，一个关节润滑，换电池', '换电池 喷液氮降温啊', '换电池，到冰降温，喷软化剂']",1. [69e5b997000000001401d81f|post=69e481e8000000002003ad94|likes=6.0|top_like] 换电池=人类休息，加冰块=人类喝水散热，喷药是为了啥[微笑R] || 2. [69e4937a000000001401dc2b|post=69e481e8000000002003ad94|likes=1.0|top_like] 换电池，喷润滑剂，后面背包里加的是啥？ || 3. [69e496f80000000014019018|post=69e481e8000000002003ad94|likes=1.0|top_like] 换电，冷却，润滑 || 4. [69e470cf000000001401e037|post=69e43b14000000001a02e095|likes=0.0|cross_post] “补点电解质” || 5. [69e56f61000000001401a80b|post=69e48341000000001a02d0c4|likes=0.0|cross_post] 还有一个中途补给的视频，背后是冰，前面是电池，然后还一个人给关节上润滑油应该是。 || 6. [69f31037000000002900c408|post=69e48b0b000000001a02578c|likes=0.0|cross_post] 需要手动重启 || 7. [69e47e53000000001401bc23|post=69e43b14000000001a02e095|likes=0.0|random] 电池太热了吗 || 8. [69e49c35000000001401e008|post=69e481e8000000002003ad94|likes=0.0|random] 降温，换电，润滑？ || 9. [69e4a435000000001401a821|post=69e481e8000000002003ad94|likes=1.0|random] 还不够智能，应该装两个电池，可以分开换，然后装冰块，换电池，润滑，都自己解决 || 10. [69e5a7180000000014018807|post=69e481e8000000002003ad94|likes=1.0|fill] 我以为补给是换电池，没想到是搞降温[偷笑R],,,
39,78,74,17,0.2692307692307692,"真的好像, 闪电, 第一个就是章若楠, 第一个好像章若楠, 这是红色冲天揪的兄弟, 是哪個叫閃電的嗎, 红衣教主, 章若楠也在里面, 红色闪电让我想起了它, 看那个红的我都出冷汗","['闪电的跑步姿势和章若楠好像，真的好像。这姿势能助跑[呃R]', '上午看到一个跟章若楠的对比视频，真的好像[捂脸R]', '闪电⚡️是真的帅啊，朋友们[飞吻R]']",1. [69e4aa34000000001401bc30|post=69e48d54000000002102e178|likes=891.0|top_like] 带红领巾真的蚌埠住了 || 2. [69e49d13000000001401dc2a|post=69e4551e000000001f005895|likes=38.0|top_like] 跑起来跟章若楠一样 || 3. [69f1881e000000002701dcfc|post=69e48341000000001a02d0c4|likes=22.0|top_like] 闪电⚡️是真的帅啊，朋友们[飞吻R] || 4. [69df9ae5000000001500897a|post=69df625d0000000021005c63|likes=11.0|cross_post] 红色的好激情啊 || 5. [69e48a5b000000001401ac12|post=69e4412a000000002103883f|likes=4.0|cross_post] 闪电是冠军 || 6. [69e431970000000014019006|post=69e41e24000000001a025f1a|likes=2.0|cross_post] 是哪個叫閃電的嗎？ || 7. [69e502a4000000001401bc14|post=69e46730000000001d0199c8|likes=2.0|cross_post] 怎么张若楠有竞争对手了[捂脸R] || 8. [69e8fe79000000001401e407|post=69e47f8f000000001f007203|likes=0.0|random] 好几个身上仿佛都看见了章若楠的身影[doge][偷笑R][偷笑R] || 9. [69dfabd9000000001400a81f|post=69df625d0000000021005c63|likes=0.0|random] 红色闪电这个是章若楠 || 10. [69e4b521000000001401d433|post=69e46730000000001d0199c8|likes=1.0|random] 好像章若楠[doge],,,
